_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000KsI1FQAV,01101832,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.2 Abilitazione e facilitazione migrazione al Cloud,utilizzo fondi,"si chiede se l'intero finanziamento assegnato possa essere utilizzato per l'acquisto di solo uno dei servizi del piano di migrazione, visti i costi del servizio che maggiormente ci interessa.","Gentile [FAKE_PERSON], grazie per averci contattato. Ti informiamo che l&#39;erogazione del contributo è prevista solo ed esclusivamente nel caso in cui l’ente abbia rispettato quanto indicato in fase di adesione, ossia abbia completato l’attivazione del “pacchetto minimo” selezionato nonché l’attivazione di tutti i servizi aggiuntivi indicati. Per valutare più approfonditamente la tua richiesta ti invitiamo a richiedere un contatto con i team territoriali utilizzando il [FAKE_INDIRIZZO] che segue:
https://padigitale2026.gov.it/team-territoriali",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsI1FQAV/view
[Case],5007Q00000KsI1eQAF,01101833,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.4 Adozione identità digitale,Soggetto non finanziabile,"Buongiorno 
dopo aver inserito correttamente il soggetto realizzatore il sistema mi segnala
""soggetto non finanziabile"" come da file allegato
Si richiede supporto","[FAKE_PERSON],grazie per averci contattato
Come comunicato telefonicamente ti confermiamo che  hai completato l&#39;inserimento dei contratti (integrazione CIE) per la  misura1.4.4 - SPID CIE - Comuni - Aprile 2022",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsI1eQAF/view
[Case],5007Q00000KsI44QAF,01101834,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Accesso al Portale,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta abilitazione nuovo dirigente scolastico,"Come da accordi telefonici, si chiede, a seguito del cambio del dirigente scolastico avvenuto il 01/09/2021, la revoca del vecchio dirigente scolastico [FAKE_PERSON] e l'abilitazione per l'accesso alla  piattaforma del nuovo dirigente scolastico [FAKE_PERSON], [FAKE_INDIRIZZO]. [FAKE_PERSON]
si allega documento di identità del dirigente scolastico","Gentile utente, grazie per averci contattato, abbiamo risolto la tua segnalazione e la tua utenza per LICEO &quot;DON TONINO BELLO&quot; è stata creata.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsI44QAF/view
[Case],5007Q00000KsI5CQAV,01101836,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,Impossibilità a firmare rinuncia misura 1.2,"Stiamo richiedendo la rinuncia alla misura 1.2 per errata composizione del pacchetto. 
In fase di firma del documento prodotto dal sistema lo stesso si blocca in quanto il documento generato presenta il C.F. del dirigente precedente che aveva compilato la candidatura. 
Si sollecita quanto prima la risoluzione della problematica al fine di poter ripresentare correttamente la candidatura per la misura 1.2 migrazione al cloud","Risoluzione
Gentile Alfredo , grazie per averci contattato.

Al fine di risolvere la problematica riscontrata ti chiediamo di fornirci i seguenti dati anagrafici del Rappresentante Legale:

-nome e cognome
-codice fiscale
-data di nascita
-luogo di nascita

Ti ringraziamo per la collaborazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsI5CQAV/view
[Case],5007Q00000KsI8qQAF,01101841,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.4 Adozione identità digitale,Richiesta integrazione dati - Classificazione dati e servizi,"Buongiorno 
Ci viene richiesto di integrare i dati della Classificazione per la quale abbiamo già confermato tutti i servizi comuni a tutte le [FAKE_INDIRIZZO] (siamo un Ordine Professionale). Confermiamo l’[FAKE_INDIRIZZO] di ulteriori servizi da indicare.
La nostra candidatura del 26/10/2022, ID 62512, è riferita all’Avviso Misura 1.4.4 CIE. 
Per questa candidatura ci pare di capire che [FAKE_INDIRIZZO] sia obbligatoria la classificazione completa ma sia sufficiente confermare i servizi comuni alle [FAKE_INDIRIZZO], come appunto abbiamo fatto.
Alla luce di quanto sopra, come dobbiamo procedere per chiudere la contestazione?
Grazie
[FAKE_PERSON] saluti","[FAKE_PERSON], grazie per averci contattato
Ti suggeriamo di rispondere alla richiesta pervenuta confermando l&#39;assenza di ulteriori servizi da indicare, oltre quelli già riportati nella Classificazione inviata, oppure, richiedendo la riapertura della Classificazione, al fine di integrarne nuovi ed ulteriori.","Buongiorno
come da Voi suggerito abbiamo provveduto a rispondere alla richiesta pervenuta via pec il 9 gennaio u.s. ma abbiamo ricevuto un messaggio di mancata consegna (vedi allegato), motivazione casella piena. Come dobbiamo risolvere questa problematica?","Come da contatto telefonico intercorso in data odierna, la tua segnalazione è stata risolta. Pertanto, ti confermiamo che la classificazione dei dati è stata correttamente inviata ed è in stato &quot;In valutazione ACN&quot;.",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsI8qQAF/view
[Case],5007Q00000KsIAhQAN,01101842,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Accettazione del finanziamento,1.4.3 Adozione PagoPA e AppIO,CODICI GESTIONALI E CONTABILITA' PUBBLICA,"[FAKE_INDIRIZZO], 
con la presente chiedo cortesemente a cosa si riferiscono i codici gestionali e di contabilità pubblica [FAKE_PHONE]) da selezionare all'interno della domanda di erogazione del finanziamento, ed eventualmente quale bisogna indicare. Grazie mille per la collaborazione. [FAKE_INDIRIZZO].","Gentile Sabrina, grazie per averci contattato.
Gentile Roberta, grazie per averci contattato.
In generale
Ai fini della corretta imputazione dei codici gestionali di spesa si comunica di consultare l&#39;apposita &quot;&quot;&quot;&quot;Codificazione Gestionale dei pagamenti delle amministrazioni [FAKE_INDIRIZZO]; emanata con circolare del MEF n.5 del 2 febbraio 2009 pubblicata in GURI n.45 del 24 febbraio 2009
https://www.gazzettaufficiale.it/eli/id/2009/02/24/09A01715/sg&quot; Ad ogni modo Occorre scegliere il codice più opportuno in relazione all’Avviso di riferimento tra quelli disponibili nel menù a tendina:
Cod. 036 “Consulenza Informatica”
Cod. 039 “Altre Consulenze”
Cod. 205 “Altri fondi da ripartire”
Cod. 277 “Manutenzione straordinaria di software”",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIAhQAN/view
[Case],5007Q00000KsIBuQAN,01101843,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,Nessuno,NOTIFICHE DIGITALI,"[FAKE_INDIRIZZO], con la presente, si chiede di poter annullare il finanziamento per le notifiche digitali per quanto riguarda la [FAKE_INDIRIZZO] , per gli altri settori di lasciarlo.

si ringrazia e si porgono

Distinti [FAKE_PERSON]","[FAKE_INDIRIZZO]. grazie per averci contattato.
Ti informiamo che è possibile annullare la pratica, anche a seguito dell&#39;emissione del decreto di finanziamento, tramite la funzionalità &quot;Progetti&quot;, cliccando sul tasto &quot;Rinuncia al progetto&quot;. Ricorda che potrai ricandidarti per lo stesso avviso dopo aver ricevuto la PEC di emissione del decreto di rinuncia.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIBuQAN/view
[Case],5007Q00000KsIBzQAN,01101844,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,modifica modalità di migrazione,"In fase di candidatura è stata erroneamente indicata come modalità di migrazione [FAKE_INDIRIZZO] trasferimento in sicurezza dell'infrastruttura IT si chiede se è possibile modificare da  
 A - TRASFERIMENTO IN SICUREZZA  ERRATO in 
 B- AGGIORNAMENTO IN SICUREZZA .. CORRETTO

Se non fosse possibile la modifica dobbiamo rinunciare alla candidatura già presentata e approvata con finanziamento assegnato, aspettare la pec di conferma e procedere successivamente all'inserimento di una nuova candidatura?","[FAKE_PERSON], grazie per averci contattato.
Ti informiamo che non è possibile in alcun modo modificare i servizi indicati in fase di candidatura.
Ti suggeriamo, tuttavia, di contattare un Account Manager del vostro territorio, utilizzando il [FAKE_INDIRIZZO] che segue:
https://padigitale2026.gov.it/team-territoriali al fine di ottenere un chiarimento generale sui servizi inseriti in fase di candidatura",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIBzQAN/view
[Case],5007Q00000KsIEZQA3,01101846,Amministrazione,Altro - Servizi Aggiunti,Servizi e Interventi finanziabili,1.2 Abilitazione e facilitazione migrazione al Cloud,Quesito su servizio Produttività Individuale,"[FAKE_INDIRIZZO], in merito alla tipologia di migrazione del servizio Produttività Individuale, noi vorremmo sfruttare la migrazione del server di posta elettronica precedentemente installato sul nostro data center locale, verso i servizi [FAKE_INDIRIZZO] erogati da [FAKE_INDIRIZZO] e acquistati attraverso la Convenzione PEL. Tale migrazione può essere considerata come tipologia ""B - Aggiornamento in sicurezza di applicazioni in cloud"", attività avviata dopo il 1° febbraio 2020 con risorse proprie? ringrazio anticipatamente cordiali saluti [FAKE_PERSON]","Gentile Ente, 

seguendo le linee guida indicate nei chiarimenti pubblicati in data 25/11/2022, nella tabella &quot;Tipologie di migrazione finanziabile&#39; e stante la situazione descritta, lo scenario illustrato risulta ammissibile.. 

Si precisa comunque che la destinazione finale di migrazione deve essere qualificata e presente nel marketplace di Agid. https://catalogocloud.agid.gov.it/",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIEZQA3/view
[Case],5007Q00000KsIJ5QAN,01101848,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.1 Esperienza dei servizi pubblici,Richiesta caricamento Contratti del soggetto realizzatore,Nel caso in cui il soggetto realizzatore è la [FAKE_INDIRIZZO] nella piattaforma  è sufficiente inserire i singoli incarichi (uno per docente)  o basta caricare il bando interno e la graduatoria interna?,"[FAKE_PERSON], grazie per averci contattato.
Ti confermiamo che è possibile caricare in piattaforma uno o più documenti in formato PDF, che non superino la dimensione massima, per singolo allegato, di 3 MB.
Nel caso specifico è necessario caricare uno o più documenti che indichino le risorse interne a cui è stata affidata l&#39;attività: ad esempio una determina di incarico o un ordine di servizio o documenti di un dirigente preposto/responsabile delle attività o RUP.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIJ5QAN/view
[Case],5007Q00000KsIMOQA3,01101855,Amministrazione,Altro - Servizi Aggiunti,Servizi e Interventi finanziabili,1.2 Abilitazione e facilitazione migrazione al Cloud,scelta servizi finanziabili,Nel predisporre la nuova istanza di finanziamento al bando cloud i servizi da scegliere sono limitati ai medesimi della precedente istanza. Come si possono implementare tutti gli altri?,"Gentile utente, grazie per averci contattato. Come da conversazione telefonica confermiamo che potranno essere oggetto di migrazione tutti e soli i servizi che sono stati precedentemente classificati.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIMOQA3/view
[Case],5007Q00000KsIMdQAN,01101856,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.3 Adozione PagoPA e AppIO,[FAKE_INDIRIZZO] con piattaforma mypay di [FAKE_INDIRIZZO],"Con la presente si chiede conferma che è possibile utilizzare la piattaforma regionale gratuita MyPay per i servizi di pagamento pagoPA, sia nel caso che siano candidati come già avviati con fondi propri a partire dal 1° aprile 2021, sia che siano ancora da attivare, coerentemente con la vostra risposta per la Misura 1.4.3 pubblicata nella sezione [FAKE_INDIRIZZO]. Inoltre, essendo tali attività eseguite in proprio da personale dell’amministrazione, quali il Responsabile dei pagamenti per la parte organizzativa ed amministrativa e da un suo delegato per le attività tecniche, si chiede quali evidenze “contrattuali” sia possibile allegare. Tale domanda anche in relazione al fatto che le attività relative a pagoPA sono iniziate nel nostro [FAKE_INDIRIZZO] fin dal 2017 come richiesto dalla normativa vigente e che tali attività erano parte delle mansioni dell’Ufficio Ragioneria e dell’allora Responsabile dei Pagamenti, quindi senza la necessità di specifici atti (per es.: ordini di servizio) per l’esecuzione nel tempo delle attivazioni di nuovi servizi di pagamento (fra cui quelli oggetto della candidatura all’Avviso). In attesa di vostro riscontro, cordiali saluti","Gentile [FAKE_PERSON], grazie per averci contattato.
Con riferimento alla prima domanda contenuta nella tua richiesta, ti confermiamo quanto riportato nella FAQ citata e disponibile su [FAKE_INDIRIZZO] al seguente link https://padigitale2026.gov.it/supporto/domande-frequenti/ nella sezione Misure - 1.4.3 PagoPA.
Per il secondo quesito, ti informiamo che in caso di carenza di questo tipo, occorre produrre un atto di ricognizione (determina dirigenziale) in cui l’Ente attesta espressamente i seguenti elementi del progetto:
- Codice Unico di Progetto (CUP) del progetto finanziato con l’Avviso di riferimento;
- Decreto di finanziamento del progetto;
- Investimento/Misura e Avviso PNRR di riferimento e coerenza del progetto;
- Data di avvio delle attività di progetto;
- Lista delle attività/servizi imputate al progetto PNRR e tempistica di esecuzione in coerenza con la data di avvio delle attività; 
- Motivazione delle ragioni che giustificano la mancanza di uno specifico atto amministrativo coevo o antecedente all’avvio delle attività (es. attività avviate prima della pubblicazione dell’Avviso di riferimento, altro…) (se ricorre); 
- Indicazione che il progetto rispetta il Regolamento (UE) n. 2021/241, in  particolare dell’art. 17, ai sensi del quale sono ammissibili le misure avviate a decorrere dal 1° febbraio 2020, a condizione che soddisfino i requisiti di cui al regolamento stesso;
- Indicazione che il progetto non è stato finanziato da altri fondi pubblici, nazionali, regionali o europei e rispetta il principio di addizionalità del sostegno dell’Unione europea previsto dall’art. 9 del Regolamento (UE) 2021/241; 
- Indicazione che il progetto ha rispettato il principio di non arrecare un danno significativo agli obiettivi ambientali ai sensi dell&#39;articolo 17 del Regolamento (UE) 2020/852 (DNSH), ove applicabile (per l’investimento 1.2);
- Indicazione che la realizzazione delle attività progettuali è coerente con i principi e gli obblighi specifici del PNRR e, ove applicabili, ai principi del [FAKE_INDIRIZZO] clima e digitale, della parità di genere ([FAKE_PERSON]), della protezione e valorizzazione dei giovani; 
- Indicazione che l’attuazione del progetto prevede il rispetto delle norme comunitarie e nazionali applicabili, ivi incluse quelle in materia di trasparenza, tutela dei diversamente abili, parità di trattamento, non discriminazione, proporzionalità e pubblicità;
- Indicazione di aver rispettato gli obblighi di cui all’art. 11 dell’Avviso su cui il progetto è stato finanziato a valere sul PNRR;
- Indicazione dei Regolamenti interni di organizzazione che prevedono il ricorso a lavori in economia, adozione di ordini di servizio.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIMdQAN/view
[Case],5007Q00000KsIMiQAN,01101857,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione PagoPA e AppIO,Documentazione individuazione fornitore - realizzazione in autonomia,"[FAKE_INDIRIZZO], avremmo la necessità di caricare il presente bando con individuazione del fornitore come il comune stesso. in questo caso al momento del caricamento della documentazione, ci troviamo nella situazione che il dipendente che ha seguito ed effettuato l'attivazione e le transazioni, non aveva ricevuto un ordine di servizio o incarico specifico documentato. quindi non abbiamo documentazione con data antecedente le attività da rendicontare. in questa situazione possiamo effettuare autodichiarazione , con data attuale, su carta intestata dove andiamo ad asseverare che il dipendente nel passato era stato incaricato della realizzazione del progetto pagopa per i servizi avviati nel passato? L'eventuale asseverazione andrebbe firmata dal legale rappresentante dell'Ente (quindi il [FAKE_INDIRIZZO]) oppure dal Responsabile Transizione Digitale?","[FAKE_PERSON], grazie per averci contattato. 
In caso di carenza di questo tipo, occorre produrre un atto di ricognizione (determina dirigenziale) in cui l’Ente attesta espressamente i seguenti elementi del progetto:
- Codice Unico di Progetto (CUP) del progetto finanziato con l’Avviso di riferimento;
- Decreto di finanziamento del progetto;
- Investimento/Misura e Avviso PNRR di riferimento e coerenza del progetto;
- Data di avvio delle attività di progetto;
- Lista delle attività/servizi imputate al progetto PNRR e tempistica di esecuzione in coerenza con la data di avvio delle attività; 
- Motivazione delle ragioni che giustificano la mancanza di uno specifico atto amministrativo coevo o antecedente all’avvio delle attività (es. attività avviate prima della pubblicazione dell’Avviso di riferimento, altro…) (se ricorre); 
- Indicazione che il progetto rispetta il Regolamento (UE) n. 2021/241, in  particolare dell’art. 17, ai sensi del quale sono ammissibili le misure avviate a decorrere dal 1° febbraio 2020, a condizione che soddisfino i requisiti di cui al regolamento stesso;
- Indicazione che il progetto non è stato finanziato da altri fondi pubblici, nazionali, regionali o europei e rispetta il principio di addizionalità del sostegno dell’Unione europea previsto dall’art. 9 del Regolamento (UE) 2021/241; 
- Indicazione che il progetto ha rispettato il principio di non arrecare un danno significativo agli obiettivi ambientali ai sensi dell&#39;articolo 17 del Regolamento (UE) 2020/852 (DNSH), ove applicabile (per l’investimento 1.2);
- Indicazione che la realizzazione delle attività progettuali è coerente con i principi e gli obblighi specifici del PNRR e, ove applicabili, ai principi del [FAKE_INDIRIZZO] clima e digitale, della parità di genere ([FAKE_PERSON]), della protezione e valorizzazione dei giovani; 
- Indicazione che l’attuazione del progetto prevede il rispetto delle norme comunitarie e nazionali applicabili, ivi incluse quelle in materia di trasparenza, tutela dei diversamente abili, parità di trattamento, non discriminazione, proporzionalità e pubblicità;
- Indicazione di aver rispettato gli obblighi di cui all’art. 11 dell’Avviso su cui il progetto è stato finanziato a valere sul PNRR;
- Indicazione dei Regolamenti interni di organizzazione che prevedono il ricorso a lavori in economia, adozione di ordini di servizio.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIMiQAN/view
[Case],5007Q00000KsIOeQAN,01101858,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione PagoPA e AppIO,richiesta supporto per variazione stato servizi,"Si richiede se è possibile modificare nella domanda già presentata e finanziata lo stato di alcuni servizi in ""attività già avviata"" senza dover ritirare la candidatura e ripresentarla.","[FAKE_PERSON], grazie per averci contattato.  Se è stato commesso un errore esclusivamente relativo all’indicazione della caratteristica attuativa di uno o più servizi (da avviare e non già avviato o viceversa), ti informiamo che puoi aprire una nuova richiesta di supporto da area privata, allegando un PDF contenente la rettifica del caso, ovvero segnalandoci la caratteristica attuativa corretta, sottoscritto dal Rappresentante Legale dell&#39;Ente.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIOeQAN/view
[Case],5007Q00000KsIQ1QAN,01101861,Amministrazione,Altro - Servizi Aggiunti,Enti beneficiari,1.2 Abilitazione e facilitazione migrazione al Cloud,cup,"abbiamo revocato partecipazione bando aprile 2022 e ripresentato candidatura.  è stata ammessa, abbiamo utilizzato CUP precedente (templete uguale) ma ci siamo resi conto che il form per la generazione del cup precedente non aveva però  i campi target e data. dobbiamo creare nuovo cup? se così fosse come possiamo annullare il cup già caricato ?","Gentile Roberta, grazie per averci contattato.
Ti informiamo che, se correttamente generato, potrai riutilizzare il CUP, nel momento in cui la nuova candidatura sarà ammessa, solo nel caso in cui non sono state apportate modifiche sostanziali dei dati del suo corredo informativo.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIQ1QAN/view
[Case],5007Q00000KsIQ6QAN,01101862,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.2 Abilitazione e facilitazione migrazione al Cloud,ADESIONE PARZIALE,La nostra scuola ha aderito al progetto di migrazione al cloud per 4 servizi diversi ma uno di questi è stato acquisito a suo tempo con finanziamenti pubblici (art. 58)  è possibile procedere ugualmente nell'acquisizione dei fondi PNRR per i restanti 3 servizi o dobbiamo rinunciare alla presente ed effettuare una nuova candidatura? La candidatura è stata già finanziata.,"[FAKE_PERSON], grazie per averci contattato.Per valutare più approfonditamente la tua richiesta ti invitiamo a richiedere un contatto con i team territoriali utilizzando il [FAKE_INDIRIZZO] che segue:
https://padigitale2026.gov.it/team-territoriali",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIQ6QAN/view
[Case],5007Q00000KsIR9QAN,01101864,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,Nessuno,LOGO UNIONE EUROPEA,"[FAKE_INDIRIZZO] si chiede di chiarire se l'obbligo previsto nel secondo capoverso dell'art. 12.5 di tutti gli [FAKE_INDIRIZZO] ovvero: ""Ai fini del rispetto delle disposizioni di cui al citato art. 34 del Regolamento (UE) 2021/241, il [FAKE_PERSON] deve obbligatoriamente riportare, su qualsiasi documento, sito web, comunicazione (a valenza esterna) riguardante il progetto finanziato, un’indicazione da cui risulti che il progetto è finanziato nell’ambito del PNRR con una esplicita dichiarazione di finanziamento che reciti ""finanziato dall'Unione europea - NextGenerationEU"" e valorizzando l’emblema dell’Unione Europea"" comporta che il logo dell'unione Europea e quello che indica "" finanziato dall'Unione europea - NextGenerationEU"" debbano essere inserite anche sulle determine e su tutti gli atti necessari all'affidamento di una fornitura finanziata con i fondi del PNRR","[FAKE_PERSON], grazie per averci contattato.
Ti informiamo che potrai trovare tutte le informazioni relativamente al logo che fa riferimento al programma di finanziamento Next Generation EU al seguente link https://ec.europa.eu/regional_policy/en/information/logos_downloadcenter/.",salve ho letto il documento da voi indicato e chiedo conferma che nelle determine e nelle delibere [FAKE_INDIRIZZO] è obbligatorio inserire i loghi previsti dall'articolo 12.5 dell'avviso,Ti confermiamo l&#39;obbligo di inserire il logo all&#39;interno di contratti e determine/delibere.,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIR9QAN/view
[Case],5007Q00000KsIWxQAN,01101965,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.2 Abilitazione e facilitazione migrazione al Cloud,inserimento codice CUP,La piattaforma NON consente di inserire il CUP correttamente generato,"[FAKE_INDIRIZZO], grazie per averci contattato.
Ti suggeriamo di verificare che ad inserimento CUP non siano presenti spazi prima o dopo il codice.
Inoltre, qualora tu stia utilizzando la funzione COPIA e [FAKE_INDIRIZZO], ti suggeriamo di posizionare il cursore davanti alla prima lettera o numero del CUP in modo da verificare che non ci siano spazi, ad avvenuto inserimento.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIWxQAN/view
[Case],5007Q00000KsIZFQA3,01101998,Amministrazione,Altro - Servizi Aggiunti,Spese ammissibili,1.3.1 PDND,Spese ammissibili,"Buongiorno vi contatto per avere ragguagli riguardo alle spese ammissibili e rendicontabili, in quanto nella mia scuola è stato fatto un ordine di acquisto al vecchio gestore del sito per la manutenzione fino a quando non verrà affidata la realizzazione di un nuovo sito ad un nuovo fornitore. Mi chiedo se tale spesa possa essere rendicontata e ammessa nel finanziamento. Il finanziamento sarà erogato solo al termine della rendicontazione? Grazie [FAKE_PERSON]","Gentile utente, grazie per averci contattato. 
Il contributo viene concesso come forma forfettaria al raggiungimento degli obiettivi previsti dagli [FAKE_INDIRIZZO]. Non è prevista la rendicontazione a costi reali. 
L’Ente attuatore può affidare lo svolgimento delle attività ad uno o più fornitori, autonomamente individuati,  nel rispetto del codice degli appalti. 
Ti confermiamo che il finanziamento sarà erogato solo al termine della rendicontazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIZFQA3/view
[Case],5007Q00000KsIekQAF,01102021,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Classificazione Dati,1.2 Abilitazione e facilitazione migrazione al Cloud,Richiesta sblocco servizi nella Classificazione,"Si chiede di poter sbloccare i servizi nella sezione ""Classificazione"" in quanto per errore non sono stati confermati tutti e  nella presentazione della domanda Cloud mancano alcuni servizi","Gentile [FAKE_PERSON], grazie per averci contattato.
Ti informiamo che per richiedere l’annullamento dell’istanza di classificazione, al fine di procedere alla modifica, dovrai inviare una PEC all’ACN all’indirizzo [FAKE_EMAIL] in cui chiedi l’annullamento dell’istanza specificandone la motivazione.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIekQAF/view
[Case],5007Q00000KsIf9QAF,01102022,Amministrazione,Altro - Servizi Aggiunti,Servizi e Interventi finanziabili,1.4.4 Adozione identità digitale,PNRR digitalizzazione SPID-CIE,Con la presente si desidera sapere se l'importo previsto dal finanziamento PNRR euro14000 relativo all'attivazione SPID-CIE è a fondo perduto ?? inoltre l'erogazione verrà espletato a completamento del procedimento di attivazione ?? [FAKE_INDIRIZZO].,"[FAKE_PERSON], grazie per averci contattato.
Il contributo concesso è una somma forfettaria (lump sum) che sarà erogata in un&#39;unica soluzione a seguito del perfezionamento delle attività oggetto del finanziamento come disposto dall&#39;art. 13 dell&#39;Avviso. Trattandosi di una somma forfettaria non devono essere rendicontati i costi sostenuti.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIf9QAF/view
[Case],5007Q00000KsIftQAF,01102111,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.1 Esperienza dei servizi pubblici,Creazione Webpage senza fornitori esterni con competenze interne alla scuola,Buongiorno!,"[FAKE_PERSON], grazie per averci contattato.
Il Soggetto Attuatore può affidare lo svolgimento delle attività a uno o più fornitori autonomamente individuati, nel rispetto del codice degli appalti. In alternativa, la stessa amministrazione aderente deve segnalare la scelta di non ricorrere ad un fornitore esterno. Qualora il Soggetto Attuatore implementi autonomamente le attività oggetto di finanziamento, dovrà caricare in piattaforma un ordine di servizio.
Ti confermiamo che è corretto inserire l&#39;Ente come [FAKE_PERSON] e, relativamente la problematica riscontrata in piattaforma, ti invitiamo a comunicare, tramite l&#39;apertura di una richiesta di supporto, i dati corretti per procedere alla correzione degli stessi.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIftQAF/view
[Case],5007Q00000KsIjwQAF,01102059,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,,Legale rappresentante,"[FAKE_INDIRIZZO],",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIjwQAF/view
[Case],5007Q00000KsIxPQAV,01102168,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.2 Abilitazione e facilitazione migrazione al Cloud,apertura ticket rettifica voce “[FAKE_INDIRIZZO]” domanda partecipazione avvsiso pubblico “Investimento 1.2 ABILITAZIONE AL COLUD PER LE PA LOCALI COMUNI”(luglio 2022),si richiede il di cambiare lo stato della migrazione da “Attività avviata dopo il 1 febbraio 2020 con risorse proprie” in “Attività da avviare”.,"Gentile Utente, grazie per averci contattato. Abbiamo acquisito il PDF contenente la rettifica del caso, sottoscritto dal Rappresentante Legale dell&#39;Ente. Ti informiamo che potrai, quindi, continuare nella gestione del progetto, pur visualizzando le precedenti caratteristiche attuative da te inserite",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsIxPQAV/view
[Case],5007Q00000KsJ1BQAV,01102120,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,riutilizzo codice CUP,"[FAKE_INDIRIZZO],","Gentile [FAKE_PERSON], grazie per averci contattato. Ti informiamo che, se correttamente generato, potrai riutilizzare il CUP, nel momento in cui la nuova candidatura sarà ammessa, solo nel caso in cui non sono state apportate modifiche sostanziali dei dati del suo corredo informativo. Per esempio, non devono essere apportate modifiche ai dati inseriti nel caso di variazioni di importi del costo del progetto o del suo finanziamento durante la realizzazione.","L' importo del nuovo finanziamento è inferiore a quello a cui abbiamo rinunciato.
Il CUP già inserito reca quindi un importo superiore (€ 121992) a quello cui fa riferimento la richiesta attuale. (€ 101.208)
Si può riutilizzare lo stesso?
Grazie","Gentile [FAKE_PERSON], ti confermiamo che, se correttamente generato, potrai riutilizzare il CUP.",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000KsJ1BQAV/view
