_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
[Case],5007Q00000a1zNZQAY,01161569,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.4.5 Digitalizzazione degli avvisi pubblici,Asseverazione -Comune di [FAKE_INDIRIZZO] misura 1.4.5 probabile bug piattaforma,"[FAKE_INDIRIZZO],",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a1zNZQAY/view
[Case],5007Q00000a1zthQAA,01161586,Amministrazione,Altro - Servizi Aggiunti,Enti beneficiari,,Misura 1.1 1.2 Enti [FAKE_INDIRIZZO] a seguito di richiesta di proroga [FAKE_INDIRIZZO],"Si evidenzia che, per tutti gli enti che hanno richiesto proroga per la fase di contrattualizzazione, e relativa accettazione, in SFDC si è aggiornata anche la Data di Conclusione. Ad [FAKE_INDIRIZZO], l'[FAKE_INDIRIZZO] aveva come data fine contrattualizzazione 20/12/23, ha richiesto 42 giorni di proroga per tale fase (fino al 31/1/24) e si è aggiornata anche la data di [FAKE_PERSON] al 26/11/23 dal 15/10/23. Si richiede se tale comportamento è coerente con quanto previsto in Allegato 2 Cronoprogramma (Il tempo massimo entro cui concludere tutte le migrazioni è di 14 mesi dalla notifica del decreto di finanziamento). Se negativo si richiedono tempi di risoluzione e modalità di comunicazione",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a1zthQAA/view
[Case],5007Q00000a203rQAA,01161599,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.4 Adozione identità digitale,INSERIMENTO SOGGETTO REALIZZATORE,BUONGIORNO STO INSERENDO IL SOGGETTO REALIZZATORE CHE E' UN FORNITORE ESTERNO DIVERSO DAL SOGGETTO ATTUATORE CHE E' LA JESISERVIZI SOGGETTO CHE HA RICEVUTO IL FINANZIAMENTO. DEVO INSERIRE [FAKE_INDIRIZZO] IL TITOLARE EFFETTIVO MA DEL SOGGETTO REALIZZATORE O DEL SOGGETTO ATTUATORE? GRAZIE JESISERVIZI SRL,"<p>Gentile Cristiana, grazie per averci contattato.</p><p>Ti informiamo che il soggetto realizzatore è il soggetto e/o operatore economico a vario titolo</p><p>coinvolto nella realizzazione del progetto (es. fornitore</p><p>beni e servizi/esecutore lavori) e individuato dal Soggetto Attuatore (ovvero l&#39;ente pubblico beneficiario del finanziamento)  nel rispetto della normativa comunitaria e nazionale applicabile (es. in materia di</p><p>appalti pubblici).</p><p>Il titolare effettivo che deve essere indicato in Piattaforma, è riferito al soggetto realizzatore, ovvero al fornitore.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a203rQAA/view
[Case],5007Q00000a2086QAA,01161585,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.1 Esperienza dei servizi pubblici,[FAKE_INDIRIZZO] RICHIESTA [FAKE_PHONE],"BUONGIORNO, IN MERITO ALLA VS RICHIESTA INDICATA [FAKE_INDIRIZZO] SI CHIEDE CORTESEMENTE QUALI SONO I DOCUMENTI DA INSERIRE IN PIATTAFORMA, IN QUANTO NON LO TROVO SPECIFICATO. SI RESTA IN ATTESA DI UN VS GENTILE RISCONTRO. GRAZIE","<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che tutte le informazioni per rispondere alla richiesta [FAKE_PHONE] sono state indicate tramite pec inviata all&#39;indirizzo [FAKE_EMAIL], inviata in data 22 dicembre ore  19:33. Ti invitiamo a prenderne visione, scaricare i documenti richiesti e seguire le indicazioni contenute nella comunicazione.</p><p><br></p>","[FAKE_PERSON] l'insistenza, ma posso tranquillamente affermare, a seguito di opportuno controllo, che la PEC al quale Voi fate riferimento non è mai arrivata.
Pertanto si chiede gentilmente di rinviare la stessa, altrimenti non posso procedere a quanto richiesto.
Grazie","<p>[FAKE_PERSON], grazie per averci contattato. A seguito di verifiche è emerso che la pec non è stata correttamente recapitata alla [FAKE_INDIRIZZO]. Ti invitiamo ad attendere la ricezione di una nuova pec recante le indicazioni da seguire per perfezionare la procedura contenuta nella richiesta ricevuta tramite piattaforma.</p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a2086QAA/view
[Case],5007Q00000a20PXQAY,01161589,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.3 Adozione appIO,Errore in fase di completamento,Per mero errore materiale abbiamo riportato su due servizi un service id errato. Che ha implicato il KO della domanda. Richiediamo la possibilità di inserire il service ID corretto già in nostro possesso.,"<p>[FAKE_PERSON], grazie per averci contattato. </p><p>Ti chiediamo gentilmente di rispondere alla presente o di aprire una nuova richiesta di supporto, inserendo nel corpo del testo i codici ID dei servizi AppIO corretti con i relativi nomi del servizi da inserire in Piattaforma, al fine di effettuare le dovute [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a20PXQAY/view
[Case],5007Q00000a20TxQAI,01161591,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.3.1 PDND,Rinnovo richiesta effettuata alcuni mesi or sono relativa all' accesso ad ANPR da parte di Tper Spa (azienda trasporto pubblico su gomma a [FAKE_INDIRIZZO] e [FAKE_INDIRIZZO]),Rinnovo la richiesta già effettuata relativa all' accesso ad ANPR da parte di Tper Spa (trasporto pubblico su gomma nei [FAKE_INDIRIZZO] e [FAKE_INDIRIZZO]). E' indispensabile per la corretta identificazione dei sanzionati sui mezzi e per poter effettuare un efficace processo di riscossione (invio di atti giudiziari alla corretta residenza e conseguente inscrizione a ruolo dei pagamenti non effettuati).   L'accesso concesso recentemente agli Avvocati ci spinge a sollecitare una rapida soluzione anche per le aziende che effettuano un servizio pubblico. Avevamo ricevuto da parte vostra comunicazione  che avremmo avuto accesso nel 2024 previa la sottoscrizione di apposita convenzione. Le difficoltà che incontriamo nell'attività di accertamento anagrafico sono veramente enormi e necessitiamo di strumenti che solo ANPR può fornirci (è indispensabile prevedere una modalità di accertamento sia tramite visura singola sia in forma massiva) In attesa di riscontro  è gradita l'occasione per augurare buone feste [FAKE_PERSON],"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>A conferma di quanto già riscontrato alla precedente richiesta di supporto, confermiamo che al momento possono accedere ad ANPR tramite PDND, solo gli Enti pubblici o gli Enti privati se esiste una specifica copertura normativa. Pertanto, ti invitiamo a continuare a seguire le eventuali evoluzioni del progetto tramite i canali ufficiali<[FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a20TxQAI/view
[Case],5007Q00000a20boQAA,01161596,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.4 Adozione identità digitale,Test ed implementazione OpenID Connect,"[FAKE_INDIRIZZO], abbiamo completato le attività tecniche per l'utilizzo di SPID/CIE/CNS su protocollo OpenID Connect. Non riusciamo però a trovare un ambiente di sviluppo o siti di riferimento affinchè testare quanto sviluppato. La Ns Sw house è riuscita a contattare [FAKE_PERSON] (consulente AgID di riferimento per tutto ciò che riguarda lo sviluppo su SPID/eIDAS) ed anche lui pare aver confermato che al momento mancano proprio gli ambienti di test necessari per portare avanti l’implementazione, oltre a una serie di interventi che sono ancora in cantiere per la parte SDK necessaria a finalizzare l’interfacciamento SPID con Open ID Connect. Come possiamo procedere ? Come possiamo collaudare quanto sviluppato ? In sede di collaudo finale del nuovo sito così come previsto dal progetto PNRR, continueremo ad utilizzare l'attuale protocollo [FAKE_INDIRIZZO] ?","<p>[FAKE_PERSON], grazie per averci contattato. Siamo al corrente della mancata esposizione del protocollo OIDC per SPID e, per evitare il piano formativo l&#39;unica attività da svolgere è integrare CIE con protocollo OIDC. Ti ricordiamo che l&#39;implementazione del protocollo OIDC con almeno un servizio sarà condizione sufficiente per ottenere il finanziamento. Il Dipartimento si aspetta, anche a seguito del completamento del progetto che l&#39;ente si allinei con l&#39;evoluzione del prodotto quando sarà disponibile anche il protocollo OIDC per SPID.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a20boQAA/view
[Case],5007Q00000a212jQAA,01161602,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.3 Adozione appIO,INFORMAZIONI SU CONCLUSIONE ATTIVITA',"[FAKE_INDIRIZZO], sto inserendo gli ID SERVICE dei servizi attivati; per quelli relativi ai servizi oggetto di istanza di modifica, non mi compare automaticamente la data di attivazione e quindi per adesso li ho solo inseriti come ""attività avviata"" e non conclusa.","<p>[FAKE_PERSON], grazie per averci contattato. </p><p>La piattaforma riprende la data di attivazione direttamente dalla base dati di [FAKE_INDIRIZZO], pertanto non è necessario valorizzarla. È altresì necessario considerare che le attività di consolidamento dei dati e trasferimento dai registri di PagoPA S.p.A alla piattaforma [FAKE_INDIRIZZO] digitale 2026 hanno una latenza di circa 15 giorni, pertanto è opportuno riprovare ad aggiornare lo stato di completamento attività dopo tale periodo di latenza. Ti invitiamo a riprovare. Grazie</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a212jQAA/view
[Case],5007Q00000a215JQAQ,01161607,Amministrazione,Altro - Servizi Aggiunti,[FAKE_PERSON] e scadenze di realizzazione degli interventi,1.4.1 Esperienza dei servizi pubblici,SCADENZA COMPLETAMENTO ATTIVITA',Abbiamo contrattualizzato il 6/11/2023. Non capiamo la data di scadenza del 26/01/2024 per completare l'attività. Secondo l'allegato 2 avevamo a disposizione 270 giorni per la conclusione dell'attività a partire dalla data di contrattualizzazione.,"<p>Gentile Sara, grazie per averci contattato. </p><p>Ti informiamo che la data di scadenza della fase di [FAKE_INDIRIZZO] attività è calcolata sulla base della data di contrattualizzazione inserita nello step 3 del progetto, così come esplicitato nell&#39;Allegato 3 [FAKE_PERSON]. </p><p>Ti informiamo che, nel caso in cui si inserisca una data di contrattualizzazione antecedente al decreto di finanziamento, i termini per il completamento attività vengono conteggiati dalla data del decreto di finanziamento stesso (01/03/2023), sommando a questa data 270 giorni, come previsto dall&#39;Avviso.</p><p>Pertanto avendo inserito come data di contrattualizzazione il 13/05/2021, la scadenza per la fase di completamento attività è stata fissata al giorno 26/01/2024 (cioè 270 giorni dopo il 01/03/2023 + ulteriori 60 giorni di proroga concessi in forza del decreto 123/2023).</p><p><br></p>","Non è stata inserita la data sel 13/05/2021 come data di contrattualizzazione, ma quella del 6/11/2023","<p>Gentile Sara, da verifiche effettuate ti confermiamo che in sede di prima chiusura della fase di contrattualizzazione era stata inserita la data del 13/05/2021. Eventuali successive modifiche a questa data, effettuate dalle utenze dell&#39;ente, non permettono l&#39;aggiornamento del cronoprogramma. Pertanto nel caso in cui sia stata inserita una data errata ti chiediamo di aprire una nuova richiesta di assistenza chiedendo di correggere il dato inserito e indicando la data corretta da riportare in piattaforma. In questo modo potremo provvedere alla correzione da Back Office.</p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a215JQAQ/view
[Case],5007Q00000a219FQAQ,01161605,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Documentazione tecnica di avvio e chiusura interventi,1.2 Abilitazione e facilitazione migrazione al Cloud,Rendicontazione del servizio Bilancio con altro gestionale,"[FAKE_INDIRIZZO],","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti confermiamo che è necessario indicare tutti i soggetti realizzatori che hanno collaborato alla realizzazione del progetto e caricare i relativi contratti sulla Piattaforma. </p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a219FQAQ/view
[Case],5007Q00000a21LCQAY,01161608,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,,Fornitore di servizi,"[FAKE_INDIRIZZO],",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a21LCQAY/view
[Case],5007Q00000a21OUQAY,01161609,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Documentazione tecnica di avvio e chiusura interventi,1.4.5 Digitalizzazione degli avvisi pubblici,Certificazione di completamento delle attività,"Buongiorno, non mi ritrovo questo documento di certificazione di completamento delle attività, che dovrei firmare digitalmente e allegare alla domanda di erogazione, come previsto all'art.13 comma 3 dell'avviso per la 1.4.5.","<p>[FAKE_PERSON], grazie per averci contattato. </p><p>[FAKE_PERSON] informiamo che &quot;la certificazione del completamento delle attività&quot; viene generata dalla piattaforma, come allegato al file Allegato 5 (&quot;domanda di erogazione del finanziamento&quot;) anch&#39;esso generato dalla piattaforma nell&#39;ultimo step del progetto (step 5). Dopo la generazione del documento è necessario firmarlo e caricarlo nell&#39;apposita sezione, in formato .p7m. Ti ricordiamo che è necessario caricare anche il certificato di regolare esecuzione del RUP, anch&#39;esso firmato e in formato .p7m.</p><p><br></p>","Non riesco più ad accedere allo stato ""Completamento attività"", per cui vi chiedevo la possibilità di poterlo scaricare, così da firmarlo ed allegarlo, insieme al ""certificato di regolare esecuzione"", alla domandi di erogazione del finanziamento.","<p>[FAKE_PERSON], il documento viene generato nello step 5 del progetto (e non nella fase di completamento attività - step 4). E&#39; generato in automatico dalla Piattaforma ed è presente all&#39;interno del documento nominato Allegato 5. </p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a21OUQAY/view
[Case],5007Q00000a21wgQAA,01161612,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.4.4 Adozione identità digitale,impossibilità di modificare data completamento openidconnect o errata comprensione interfaccia,Il fornitore ci ha comunicato che ha completato le attività per l'attivazione di OpenId connect,"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che la piattaforma PA Digitale 2026 precarica i dati dell&#39;Amministrazione presenti nella banca dati IPZS e AGID, pertanto le informazioni in oggetto non possono essere modificate dall&#39;utente. Ti informiamo altresì che le date di integrazione si riferiscono al servizio e non al protocollo OIDC. </p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a21wgQAA/view
[Case],5007Q00000a22eEQAQ,01161617,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.4.1 Esperienza dei servizi pubblici,IMPOSSIBILITA' UPLOAD CONTRATTI FIRMATI P7M,Si sta cercando di caricare la determina (documento contratto) firmata digitalmente senza successo. La piattaforma riporta il seguente codice di errore: non si accetta documento p7m,"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che è possibile caricare le determine firmate digitalmente in formato p7m, selezionando la sottocategoria &quot;Contratto con firma digitale&quot;.</p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a22eEQAQ/view
[Case],5007Q00000a23nqQAA,01161622,Amministrazione,Altro - Servizi Aggiunti,Spese ammissibili,,Informazioni su dove oubblicare la nota integrativa alla dichiarazione di regolare esecuzione migrazione sito Missione 1.4,"[FAKE_PERSON]. Ho ricevuto una comunicazione nella quale mi si diceva di integrare la dichiarazione di regolare esecuzione migrazione sito Missione 1.4. Ho creato quanto richiesto ma non riesco a capire dove devo pubblicare la nota e neanche dove devo inserire i documenti richiesti a corollario (CUP, determina a contrarre per affidamento diretto, ecc). Potreste aiutarmi per favore? Grazie",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a23nqQAA/view
[Case],5007Q00000a25hdQAA,01161645,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,1.4.3 Adozione appIO,disallineamento del numero di attività contrattualizzate,"[FAKE_INDIRIZZO], nella sezione ""Caricamento contratti"" trovo la dicitura ""Totale attività contrattualizzate: 12/12"". Quando procedo, cliccando su ""concludi la contrattualizzazione"", nella sezione ""Completamento attività"" trovo la dicitura ""Totale attività contrattualizzate: 11/12"". E in effetti nell'elenco delle attività ne manca una che quindi non riesco a indicare come completata. [FAKE_PERSON] le schermate delle due sezioni. Grazie del supporto","<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che da verifiche effettuate, la contrattualizzazione risulta correttamente completata, mentre ancora non risulta il completamento dell&#39;ultima attività &quot;Sfinge-Bandi di finanziamento&quot;. Ti ricordiamo che la piattaforma PADigitale 2026 acquisisce i dati direttamente da PagoPA, non appena il servizio risulterà attivo comparirà la data e sarà possibile dichiarare il completamento anche per quest&#39;ultima attività.</p>","Mi pare però che le attività precedenti fossero presenti anche prima di essere pubblicate. Infatti era possibile inserire come stato ""avviata"" o ""completata"". 
Non vorrei che il problema derivi dal fatto che l'attività che era stata indicata nel bando come ""[FAKE_INDIRIZZO] di finanziamento"" è stata poi pubblicata su app IO con il nome, più comprensibile per il cittadino, di ""[FAKE_PERSON] su fondi europei di sviluppo regionale 21-27"".","<p>[FAKE_PERSON], grazie per averci contattato. Come da conversazione telefonica intercorsa ti invitiamo a richiedere la modifica del servizio tramite apposita funzionalità in piattaforma, per omologare il nome del servizio. Una volta effettuata la richiesta sarà necessario attendere l&#39;approvazione e successivamente sostituire i servizi.</p>",https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a25hdQAA/view
[Case],5007Q00000a25rfQAA,01161629,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.3 Adozione appIO,MALFUNZIONAMENTO PIATTAFORMA. INSERIMENTO SOGGETTO REALIZZATORE.,"[FAKE_INDIRIZZO], sono qui a segnalare che c'è un errore bloccante relativo all'inserimento sulla piattaforma del soggetto realizzatore. Il sistema non mi permette di andare avanti nell'inserimento dello stesso. Resto fin da subito a disposizione per risolvere tale problematica al mio numero personale e a quello dell'ente. Distinti saluti. [FAKE_INDIRIZZO] [FAKE_PHONE]","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti consigliamo di verificare la correttezza dei dati anagrafici del titolare effettivo, verificando di aver inserito il nome, il cognome e il codice fiscale corretti e che questi siano nelle giuste caselle. </p><p>Nel caso in cui l&#39;errore non si risolvesse ti chiediamo di aprire una nuova richiesta di supporto allegando una o più schermate relative ai dati inseriti e agli errori che si presentano.</p>","[FAKE_INDIRIZZO], ho gia provveduto a verificare i dati che risultano corretti.
Continua sistematicamente a presentare l'errore.
Il caricamento scade oggi.
Ho necessità di risolvere.",<p>Al fine della risoluzione della problematica riscontrata ti invitiamo ad inserire i dati del titolare effettivo cliccando sul tasto &quot;aggiungi un titolare&quot;.</p><p>Successivamente si abiliterà il tasto avanti.</p>,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a25rfQAA/view
[Case],5007Q00000a268zQAA,01161633,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,,Inserimento determina e contratto,Si chiede di conoscere entro quanti giorni dalla sottoscrizione determina di affidamento di un servizio e dalla firma contratto su mepa è possibile inserire i documenti all interno della scheda progetto padigitale,,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a268zQAA/view
[Case],5007Q00000a2695QAA,01161640,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.5 Digitalizzazione degli avvisi pubblici,Richiesta di integrazione documentale: documento di stipula MEPA firmato digitalmente.,"[FAKE_INDIRIZZO], per la Misura 1.4.5, attualmente in fase di verifica ai fini dell'erogazione del finanziamento, abbiamo ricevuto la seguente richiesta di integrazione documentale. ""Si ravvisa l'assenza della firma digitale nella trattativa MEPA, pertanto, si chiede di fornire, entro 10 giorni dalla ricezione della presente comunicazione, il documento di stipula MEPA, firmato digitalmente, riferito ai servizi oggetto del progetto."" Poichè l'operatore che ha concluso la trattativa omise di scaricare dal MEPA il documento firmato digitalmente, ma dispone del solo file pdf (che vi invio in allegato a questo messaggio) : è ugualmete valido se lo stesso venisse firmato in data odierna? Grazie per un vostro feedback. Cordiali saluti.","<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che è necessario che i documenti contrattuali contengano la firma dell&#39;ente e del fornitore. A tal proposito ti informiamo altresì che dalla piattaforma MEPA è possibile recuperare la documentazione firmata. Per maggiore assistenza ti invitiamo a contattare <span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">l’Account Manager del tuo territorio utilizzando il Form all’indirizzo che segue: </span><a href=""https://padigitale2026.gov.it/team-territoriali"" target=""_blank"" style=""font-family: Calibri, sans-serif; font-size: 11pt;"">https://padigitale2026.gov.it/team-territoriali</a> .</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a2695QAA/view
[Case],5007Q00000a269dQAA,01161634,Amministrazione,Altro - Servizi Aggiunti,Spese ammissibili,1.4.1 Esperienza dei servizi pubblici,Economie Misura 1.4.1 Esperienza dei servizi pubblici,"In riferimento alla misura in oggetto si chiede se le economie derivanti dall'utilizzo parziale del finanziamento sono liberamente utilizzabili, sono soggette a vincoli o devono essere restituite. Grazie","<p>[FAKE_PERSON], grazie per averci contattato.</p><p><span class=""ql-cursor"">﻿</span>[FAKE_PERSON] ricordiamo che il contributo concesso è una somma forfettaria (lump sum) che sarà erogata in un&#39;unica soluzione a seguito del perfezionamento delle attività oggetto del finanziamento come disposto dall&#39;art. 13 dell&#39;Avviso. [FAKE_PERSON] del finanziamento è indicata nell&#39;Allegato 2 dell&#39;Avviso e trattandosi di una somma forfettaria non è prevista la rendicontazione a costi reali. Ti informiamo, infine, che non sussistono vincoli per l&#39;impiego dell&#39;importo non utilizzato, tuttavia è consigliabile adoperarlo nell&#39;ambito della digitalizzazione.</p><p> Si suggerisce, in ogni caso, di prendere visione delle &quot;Linee guida per i soggetti attuatori individuati tramite [FAKE_INDIRIZZO] pubblici a [FAKE_INDIRIZZO] sum&quot; <a href=""https://innovazione.gov.it/[FAKE_INDIRIZZO]-digitale-2026/attuazione-misure-pnrr/"" target=""_blank"" style=""color: windowtext;"">https://innovazione.gov.it/[FAKE_INDIRIZZO]-digitale-2026/attuazione-misure-pnrr/</a> </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a269dQAA/view
[Case],5007Q00000a26poQAA,01161646,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Anagrafica dati,Nessuno,Dati profilo errati,"Sono rappresentante legale di due Istituti scolastici, ma il profilo che mi compare è unico e riporta il nome di una (ISTRUZIONE SECONDARIA SUPERIORE - VIA PEDEMONTANA)  e l'indirizzo mail dell'altra ([FAKE_EMAIL]). Evidentemente si sono sovrapposti i dati. Le due scuole sono: ISTRUZIONE SECONDARIA SUPERIORE - VIA PEDEMONTANA - [FAKE_EMAIL] IC ESPERIA - [FAKE_EMAIL] Cosa devo fare?","<p><span style=""font-family: Calibri, Arial; font-size: 11pt; color: rgb(0, 0, 0);"">Gentile [FAKE_PERSON], grazie per averci contattato. Le email delle scuole </span><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">ISTRUZIONE [FAKE_INDIRIZZO] PEDEMONTANA e IC ESPERIA sono state correttamente modificate.</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a26poQAA/view
[Case],5007Q00000a26szQAA,01161680,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,Abilitazione accesso PA digitale Dirigente Scolastico,Si richiedono cortesemente istruzioni per l'abilitazione del DS reggente in sostituzione del precedente Dirigente scolastico per i progetti misura 1.4 sito web e misura 1.2 passaggio al cloud. Si rimane in attesa di un cortese riscontro,,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a26szQAA/view
[Case],5007Q00000a26vAQAQ,01161681,Amministrazione,Altro - Servizi Aggiunti,[FAKE_PERSON] e scadenze di realizzazione degli interventi,1.2 Abilitazione e facilitazione migrazione al Cloud,richiesta valutazione di posticipare la scadenza,"[FAKE_INDIRIZZO], è stato richiesto di ""posticipare"" la scadenza tramite l'apposita funzione. Si chiede cortesemente di concedere la proroga al fine di reperire offerte di software house  e/o richiedere le modifiche ai software già proposti al fine di integrarli con i sw già in uso garantendo così una transizione al cloud più funzionale e in linea con le esigenze specifiche della nostra organizzazione. Si ringrazia e si  inviano cordiali saluti.","<p>Gentile Luca, grazie per averci contattato.</p><p>Ti confermiamo che </p><p>la richiesta di posticipare la data della prossima scadenza del progetto 1.2 - Abilitazione al Cloud - Comuni - Luglio 2022  è &quot;in valutazione&quot;. Riceverai un riscontro appena possibile.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a26vAQAQ/view
[Case],5007Q00000a2797QAA,01161684,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,associazione dirigente scolastico alla scuola precedente,"[FAKE_INDIRIZZO] sono subentrata quest' anno come dirigente scolastica presso l' [FAKE_INDIRIZZO] ma tuttora resto associata anche all' [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO] ,scuola di provenienza. Come devo fare per non risultare associata all' istituto in cui non sono più? Grazie , cordiali saluti. [FAKE_PERSON]",,,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a2797QAA/view
[Case],5007Q00000a27TTQAY,01161695,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,Nessuno,aggiunta nuovo utente,Si chiede come fare per aggiungere un utente che sostituisca la mia utenza con tutti i progetti associati. Distinti saluti. [FAKE_PERSON].,"<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Da verifiche, risulta che hai correttamente aderito a [FAKE_INDIRIZZO] digitale per il [FAKE_INDIRIZZO] di [FAKE_INDIRIZZO]>con il ruolo di Rappresentante Legale o persona incaricata</p><p>Pertanto per sostituirti è necessario che il nuovo rappresentante legale effettui una procedura di subentro in piattaforma [FAKE_INDIRIZZO] digitale 2026:</p><p>- L&#39;utente subentrante procede ad accedere alla piattaforma con il suo Spid e inserisce i dati della [FAKE_INDIRIZZO] in cui vuole subentrare</p><p>- La piattaforma segnalerà che la [FAKE_INDIRIZZO] è già attiva e chiederà se si vuole procedere ad un subentro. In tal caso, la piattaforma invierà una PEC di &quot;Conferma subentro&quot; [FAKE_INDIRIZZO] PEC indicato per l&#39;ente.</p><p>- L&#39;utente subentrante confermerà il subentro tramite un click sull&#39;apposito tasto presente nella PEC di conferma subentro e sarà rimandato alla home page dove procederà a fare l&#39;accesso con le proprie credenziali, al fine di confermare definitivamente il subentro e rimuovere il precedente utente. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a27TTQAY/view
[Case],5007Q00000a27WGQAY,01161687,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Registrazione utenze,,ACCESSO ALL'AREA RISERVATA DEL [FAKE_INDIRIZZO],AL [FAKE_INDIRIZZO] SOLO [FAKE_INDIRIZZO] DSGA SI CHIEDE RISPISTINO ACCESSO ANCHE AL DS TRAMITE SUO SPID [FAKE_PERSON][FAKE_CODICE_FISCALE],"<p>Gentile utente, grazie per averci contattato. L&#39;utenza per [FAKE_PERSON] è stata correttamente attivata come richiesto.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/5007Q00000a27WGQAY/view
