Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
500bU00000bywAiQAI,01248853,,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,Firma dell'Allegato 5,"Scarichiamo l'allegato 5; tentata firma con due certificati diversi (Aruba e Infocamere) e sia in formato PDF che P7M; l'errore è sempre lo stesso: ""Allegato 5.p7m (p7m, 297.77KB) Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento""
I certificati (Aruba e Infocamere) sono entrambi VALIDI.
Si rimane in attesa.
[FAKE_PERSON] saluti.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000bywAiQAI/view
500bU00000byIlvQAE,01248854,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,[FAKE_PERSON] da modificare,"A seguito modifiche intervenute nell'IPA, si chiede cortesemente di modificare il Codice Ufficio da [FAKE_PERSON] (eliminare) a [FAKE_INDIRIZZO] (ok).
Grazie.
[FAKE_PERSON] saluti.","<p>Gentile [FAKE_PERSON], grazie per averci contattato. Al fine di procedere alla rettifica delle informazioni riportate in piattaforma, il Soggetto Attuatore, prima di concludere la fase di completamento attività in piattaforma, dovrà tornare nello step 2 “Compilazione Dati”. Puoi accedere agli step precedenti cliccando sul tasto “modifica contratti”, quindi eliminare il gruppo uffici inserito erroneamente e popolare i dati relativi al codice ufficio, denominazione ufficio e componente informatica, mediante apposita funzionalità prevista in piattaforma (tasto “aggiungi gruppo di uffici”). Ti ricordiamo altresì di cliccare il tasto &quot;aggiungi gruppo&quot; per completare l&#39;attività. Quindi ti sarà richiesto di riconfermare gli step successivi per tornare allo step di completamento. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000byIlvQAE/view
500bU00000bzFBkQAM,01248855,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,impossibilità di effettuare richiesta erogazione finanziamento misura 1.4.4. ANSC per non accettazione modulo tracciabilità e Allegato 5,"Sto provvedendo a fare la richiesta di finanziamento sulla misura 1.4.4 ANSC ma l'applicativo non mi accetta ne' la tracciabilità flussi, ne' la richiesta di finanziamento, entrambe sottoscritte digitalmente dal legale rappresentante,  con la motivazione di cui agli allegati screenshot.
I file da allegare non accettati sono quelli che allego e non mi risulta che vi siano motivi validi perche' non siano accettati.

Ovviamente non accettando tracciabilità e domanda di erogazione non mi consente neppure di allegare il CRE.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000bzFBkQAM/view
500bU00000bz9I1QAI,01248856,Altro,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Numero di attività contrattualizzate,"Faccio riferimento al bando PNRR 2.2.3 destinato agli enti terzi dove l'[FAKE_INDIRIZZO] aveva fatto domanda di partecipazione supponendo di poter aderire per 3 attività distinte. Da una analisi successiva è emerso che per una di queste non era possibile procedere all'integrazione con il SW in uso.
Ho caricato un unico contratto ma mi aspettavo di poter indicare due attività mentre ne posso indicare solo una.
A questo punto mi vedrò confermare l'importo per l'integrazione di una sola attività, pari nel caso di un ente rappresentativo di circa 35.000 abitanti, a circa  € 7.730?","<p>Gentile,</p><p>facendo seguito alla recente interlocuzione telefonica per la risoluzione delle questioni evidenziate, con la presente confermiamo la nostra disponibilità per eventuali ulteriori necessità.<strong> </strong></p><p>Cordiali saluti.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000bz9I1QAI/view
500bU00000bz4BYQAY,01248857,Amministrazione,Altro - Servizi Aggiunti,,1.3.1 PDND,caricamento file,"Nella procedura di richiesta di liquidazione cerco di allegare il file firmato digitalmente dal [FAKE_INDIRIZZO], ma continuo a ricevere messaggi che il file non è correttamente firmato o è una versione diversa. Ho provato ha scaricare più volte (senza rinominare o aprire il file) e farlo firmare ma senza riuscire a risolvere. Chiedo di avere indicazioni","<p>[FAKE_PERSON], grazie per averci contattato. </p><p>Ti suggeriamo in primis di eliminare il documento firmato che genera errore e, a partire dall&#39;allegato in PDF generato dalla piattaforma e di <span style=""background-color: rgb(255, 255, 255);"">assicurarti di utilizzare il </span><strong style=""background-color: rgb(255, 255, 255);"">browser [FAKE_INDIRIZZO] style=""background-color: rgb(255, 255, 255);""> R</span>ipetere la procedura seguendo le indicazioni fornite e in particolare:  </p><p>• non rinominare il file PDF (rimuovere precedentemente dalla cartella in cui si scarica il documento eventuali copie precedenti)  </p><p>• firmare digitalmente il file scaricato (senza modificare o scannerizzare) &quot;Allegato 5&quot; </p><p>• verificare che il file caricato sia in formato <strong>P7M</strong> (CADES) o PADES (.pdf) </p><p>• verificare che il file caricato corrisponda all’ultima versione scaricata; </p><p>• verificare che sia presente la firma digitale; </p><p>• verificare che la firma digitale sia quella del rappresentante legale. </p><p><br></p><p>Occorre altresì inserire i dati della conservazione e del conto di tesoreria, generare l&#39;allegato 5, cliccare sul tasto salva, far firmare quest&#39;ultimo allegato generato. Quando si rientra in step 5, anche in una sessione successiva, si dovrà caricare l&#39;allegato firmato <strong>e poi </strong>inserire il <strong>certificato di regolare esecuzione</strong>, assicurarsi di avere spuntato le opzioni sul conflitto di interesse e doppio finanziamento sul &quot;SI&quot; e poi inviare la richiesta di erogazione del finanziamento.   </p><p><br></p><p>Se a fronte delle indicazioni fornite, avendo salvato la pagina nell&#39;ordine descritto e avendo utilizzato il browser indicato, ritrovassi dei dati non popolati, <span style=""background-color: rgb(255, 255, 255);"">ti preghiamo di non rimuovere il </span><strong style=""background-color: rgb(255, 255, 255);"">p7m</strong><span style=""background-color: rgb(255, 255, 255);""> dell&#39;allegato 5, anche qualora ci sia un messaggio di errore e di aprire una nuova richiesta di assistenza da area privata per segnalarci il malfunzionamento, allegando screenshot dell’errore.  </span></p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000bz4BYQAY/view
500bU00000bzVbMQAU,01248858,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.5 Digitalizzazione degli avvisi pubblici,caricamento file,"Ho problemi nel caricare i documenti relativi alla richiesta di liquidazione del progetto, perchè mi viene segnalato che vengono caricati file diversi o non firmati. Ho provato più volte ma senza risolvere","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Stiamo riscontrando la presenza di un&#39;anomalia sul corretto riconoscimento della validità della scadenza del certificato di firma. Ciò premesso ti chiediamo comunque di caricare in piattaforma il documento firmato, di non rimuoverlo in presenza dell’errore citato e di aprire una nuova richiesta di supporto per segnalarci l’avvenuto caricamento. Procederemo a verificare la causa del blocco per escludere che il documento firmato e caricato sia compromesso o modificato, al netto della firma apposta, rispetto all&#39;originale scaricato. In caso di verifica positiva, e nostro eventuale intervento di bonifica, ti forniremo riscontro e potrai proseguire.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000bzVbMQAU/view
500bU00000bzUxUQAU,01248861,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,Problemi a caricare la documentazione - impossibilità a riscaricare l'all. 5,Urgente - scadenza 08.01 - Risulta impossibile caricare la dichiarazione sulla tracciabilità (file P7M a firma del legale rappresentante [FAKE_PERSON] - verificata) in quanto non riconosce la firma. Il portale non consente di riscaricare l'all. 5 dopo una modifica ai DNSH resasi necessaria in seguito alla verifica dell'allegato prima della firma definitiva,"<p><span style=""font-size: inherit;"">Gentile [FAKE_PERSON], grazie per averci contattato.</span> Al fine di risolvere la criticità, in primo luogo ti invitiamo ad assicurarti di utilizzare il browser Chrome. Quindi ti suggeriamo di operare come segue: occorre inserire i dati della conservazione e del conto di tesoreria, verificare di avere aggiornato correttamente il DNSH per ciascun soggetto realizzatore e solo dopo sarà possibile [FAKE_INDIRIZZO]-generare l&#39;allegato 5, cliccare sul tasto salva, far firmare quest&#39;ultimo allegato generato. Quando si rientra in step 5, anche in una sessione successiva, si dovrà caricare l&#39;allegato firmato e poi inserire il certificato di regolare esecuzione, assicurarsi di avere spuntato le opzioni sul conflitto di interesse e doppio finanziamento sul &quot;SI&quot; e poi inviare la richiesta di erogazione del finanziamento.  </p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Ti informiamo che per modificare le autodichiarazioni DNSH, occorre aggiornare </span><strong style=""background-color: rgb(255, 255, 255); font-size: 14px;"">tutti</strong><span style=""background-color: rgb(255, 255, 255); font-size: 14px;""> i soggetti realizzatori selezionandoli uno alla volta. Per ognuno di essi occorre spuntare [FAKE_INDIRIZZO] oppure [FAKE_INDIRIZZO] alla frase se il soggetto realizzatore fornisce un&#39;infrastruttura per la migrazione. Per almeno uno dei soggetti, dovrà essere selezionato [FAKE_INDIRIZZO] e, in quel caso, dovrai compilare con [FAKE_INDIRIZZO] (indicando la relativa certificazione) almeno una tra le schede 6 e 8. Le schede che non compilerai dovranno essere contrassegnate con [FAKE_INDIRIZZO]. Nella sezione &quot;modalità di adesione delle buone pratiche ecologiche&quot; dovrà essere spuntata una delle due opzioni. Infine, potrai cliccare su [FAKE_PERSON]. Se invece uno dei soggetti realizzatori non ha fornito un&#39;infrastruttura per la migrazione ma ha concorso alla realizzazione del progetto con altro intervento finanziabile descritto in avviso, allora dovrai selezionare [FAKE_INDIRIZZO] alla domanda relativa.</span></p><p>Se a fronte delle indicazioni fornite, avendo salvato la pagina nell&#39;ordine descritto e avendo utilizzato il browser indicato, ritrovassi dei dati non popolati, ti invitiamo ad aprire una nuova richiesta di assistenza allegando la schermata da dove si evincano i dati inseriti.  </p>",Utilizzando il browser e seguendo le istruzioni non si è arrivati a nessuna soluzione. [FAKE_PERSON] screenshot,"<p>Gentile Paolo, grazie per averci contattato. E&#39; stata recentemente risolta un&#39;anomalia di piattaforma che non permetteva l&#39;aggiornamento dell&#39;allegato 5 anche a fronte di nuovi dati nella sezione. Ti invitiamo a modificare i dati tuo interesse qualora la modifica non si fosse salvata in precedenza avendo cura di utilizzare sempre il browser Chrome (<a href=""https://padigitale2026.gov.it/supporto/domande-frequenti/utilizzo-piattaforma/riscontrato-problemi-visualizzazione-contenuti-pa-digitale-2026"" target=""_blank"">https://padigitale2026.gov.it/supporto/domande-frequenti/utilizzo-piattaforma/riscontrato-problemi-…[FAKE_INDIRIZZO]>). Successivamente potrai procedere con il dowload del documento aggiornato, da firmare e ricaricare.</p>",https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000bzUxUQAU/view
500bU00000c0cc7QAA,01248862,,Altro - Servizi Aggiunti,,1.1 e 1.2 Multimisura (ASL/AO),Utenza da riabilitare come Super Admin -- URGENTE,"Sono il RUP del progetto di migrazione al cloud PSN per la ASL Roma 2 ma la mia utenza è stata DISABILITATA.
Chiedo con cortese [FAKE_PERSON] di essere abilitato come Super Admin al fine di avviare la richiesta di asseverazione.","<p>Come da accordi per le vie brevi, abbiamo attivato l&#39;utenza di [FAKE_PERSON] in qualità di Super admin su PAdigitale 2026.</p><p>Ti invitiamo pertanto a proseguire con la gestione del progetto accedendo alla tua area riservata tramite identità digitale.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c0cc7QAA/view
500bU00000c22uRQAQ,01248863,Amministrazione,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Richiesta proroga urgente per pannello disattivato,"Per la misura ""Avviso Misura 2.2.3 ""Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO])"" Comuni""  abbiamo a causa di interdittiva della ditta affidataria (Golem Net) riaffidare in data odierna ad altro operatore che garantisce i tempi di realizzazione entro la scadenza del PNRR. Per tanto essendo la scadenza il 10/1/26 si chiede di poter fare proroga al 9/3/2026. Attualmente il pannello non permette di richiedere la proroga di cui sopra .","<p>Gentile,</p><p>in merito a quanto richiesto, si rappresenta che è stato pubblicato in piattaforma il Decreto ID 63283689 del Dipartimento della Funzione Pubblica, con il quale è stato prorogato il termine per la conclusione della fase di completamento attività con riguardo all&#39;Avviso Misura 2.2.3 &quot;Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO];, volto all&#39;adeguamento delle piattaforma SUAP. La scadenza è fissata per il giorno 16 febbraio 2026.</p><p>Si rimane a disposizione per ulteriori chiarimenti.</p><p> [FAKE_PERSON] saluti</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c22uRQAQ/view
500bU00000c3QtEQAU,01248864,,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Informazioni circa l' utilizzo di economie realizzate a seguito chiusura del progetto l.,"In riferimento al progetto 1 4.1 esperienza  dei servizi pubblici (sito web), è stata realizzata un economia a chiusura dello stesso. Tale economia può essere utilizzata per acquistare altri servizi  web, come ad esempio la recovery   pec?","<p>Ti ricordiamo che l&#39;intero contributo concesso è una somma forfettaria (lump sum) erogata in un&#39;unica soluzione a seguito del perfezionamento delle attività oggetto del finanziamento come disposto dagli avvisi. Considerata la natura di lump sum del contributo, lo stesso non è collegato ai costi dell’intervento. Non è infatti prevista la <strong>rendicontazione economica a costi reali (tramite fatture</strong>), bensì la rendicontazione tecnico-operativa che certifichi gli obiettivi raggiunti, come previsto dagli avvisi. </p><p>Se i costi dell’intervento superano il contributo concesso, la differenza è a carico dell’ente. Le risorse non utilizzate, invece, non dovranno essere restituite e non sussistono vincoli per il loro impiego; tuttavia, è consigliabile adoperarlo nell’ambito della digitalizzazione.  </p><p>Si suggerisce, in ogni caso, di prendere visione delle &quot;Linee guida per i soggetti attuatori individuati tramite [FAKE_INDIRIZZO] pubblici a [FAKE_INDIRIZZO] sum&quot; disponibile al seguente link <a href=""https://innovazione.gov.it/[FAKE_INDIRIZZO]-digitale-2026/attuazione-misure-pnrr/ "" target=""_blank"">https://innovazione.gov.it/[FAKE_INDIRIZZO]-digitale-2026/attuazione-misure-pnrr/ </a>(Linee Guida Soggetti Attuatori – Versioni in vigore - Linee Guida per Soggetti attuatori individuati tramite [FAKE_PERSON] a Lump Sum – giugno 2025). </p><p> </p><p> </p><p>In merito all&#39;utilizzo delle somme residue, ti invitiamo inoltre a consultare la DIRETTIVA del 23 gennaio 2025 [FAKE_INDIRIZZO] per la gestione di importi residui derivanti dal finanziamento degli avvisi pubblici a lump sum previsti dalle misure della M1C1 del Piano nazionale di ripresa e resilienza.  </p><p> </p><p>La Direttiva indica dei principi, non è vincolante, e lascia piena autonomia agli enti nelle singole scelte da intraprendere. Tra i principi menzionati, appare la massimizzazione degli impatti dei finanziamenti ottenuti: si suggerisce cioè di destinare le risorse residue ai capitoli di bilancio relativi all’ambito delle spese per la digitalizzazione dell’ente. A mero titolo di esempio, a spese utili a rafforzare la portata degli [FAKE_INDIRIZZO] stessi, a fornire maggiore sostenibilità nel tempo agli interventi effettuati o più in generale alle spese nel campo del comparto ICT dell’ente. </p><p> </p><p>Per ulteriori informazioni ti invitiamo infine a leggere il comunicato stampa raggiungibile a questo link <a href=""https://innovazione.gov.it/notizie/comunicati-stampa/pa-digitale-2026-pubblicata-la-direttiva-per-la-gestione-dei-residui-pnrr/"" target=""_blank"">https://innovazione.gov.it/notizie/comunicati-stampa/pa-digitale-2026-pubblicata-la-direttiva-per-la-gestione-dei-residui-pnrr/</a> a fondo del quale troverai il link alla Direttiva completa. </p><p> </p><p>Per maggiori dettagli, ti invitiamo comunque a visionare il materiale informativo in pdf disponibile a questo link e la videoregistrazione del webinar: <a href="""" target=""_blank"">PNRR: come gestire i residui degli [FAKE_INDIRIZZO] digitale [FAKE_INDIRIZZO] </a></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c3QtEQAU/view
500bU00000c44olQAA,01248865,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,"errore file ""Uffici comunali oggetto dell'adeguamento""","Il programma rifiuta il file ""Uffici comunali oggetto dell'adeguamento"" segnalando l'errore: ""la firma apposta su file non è valida o il certificato è scaduto, ma in realtà il certificato firma scade il 29/09/2026.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c44olQAA/view
500bU00000c41cPQAQ,01248866,,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Errore nella visualizzazione del decreto di finanziamento candidatura 121359,"[FAKE_INDIRIZZO],
come indicato in oggetto a seguito della Vs comunicazione del 10/12/2025 sono andato a scaricare i dettagli del decreto di finanziamento ma cliccando sul link ""Consulta il dettaglio del decreto ->"" non me lo apre.

saluti","<p>Il decreto contenente i dettagli del tuo comune è consultabile nella sezione avvisi scegliendo <strong>Avviso Misura 2.2.3 &quot;Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO]; -  [FAKE_INDIRIZZO]>al seguente link:</p><p>https://areariservata.padigitale2026.gov.it/[FAKE_PERSON]=a01bU00000HtmVFQAZ#decreti-di-finanziamento</p><p>Troverai nella relativa pagina alla voce decreto di finanziamento il file &[FAKE_INDIRIZZO]/sfc/servlet.shepherd/document/download/069bU00000BrjNHQAZ?operationContext=S1"" target=""_blank"" style=""color: rgb(0, 82, 163);"">Decreto di [FAKE_INDIRIZZO]> da consultare </p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c41cPQAQ/view
500bU00000c40NHQAY,01248867,,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,Variazione rappresentante legale,"Buongiorno,
il rappresentante legale del nostro ente è cambiato. Come va fatta la sostituzione in piattaforma?","<p>Ti informiamo che la piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati IPA. Pertanto, se errati, occorre in primo luogo modificare questi dati su IPA (https://indicepa.gov.it/ipa-portale/). L’aggiornamento è a carico dell&#39;ente.  </p><p>Specifichiamo a seguire la procedura. </p><p>L&#39;Ente che vuole richiedere una modifica deve:  </p><p>• cercare il proprio Ente all&#39;interno di IPA;  </p><p>• compilare il modulo online fornendo i dati del nuovo referente;  </p><p>• verificare i dati contenuti nel modulo di richiesta ricevuto all&#39;indirizzo indicato per il nuovo Referente;  </p><p>• inviare dal sistema di protocollo informatico dell&#39;Ente, all&#39;indirizzo [FAKE_EMAIL] il modulo ricevuto;  </p><p>oppure  </p><p>• inviare da una casella di [FAKE_INDIRIZZO], all&#39;indirizzo [FAKE_EMAIL] il modulo ricevuto, firmato con firma digitale qualificata in modalità conforme a quanto previsto dall&#39;art. 47, comma 2 lettera a) del CAD.  </p><p>È bene ricordare che per visualizzare su [FAKE_INDIRIZZO] digitale 2026 i dati aggiornati a seguito di modifiche su IPA, potrebbero essere necessarie fino a 48 ore.  </p><p>Infine ti ricordiamo che dopo l&#39;avvenuto aggiornamento automatico del nome e del cognome su [FAKE_INDIRIZZO] digitale 2026, occorre completare la modifica degli altri dati anagrafici (CF, data e luogo di nascita) direttamente in piattaforma nella sezione &quot;La mia PA&quot; della [FAKE_INDIRIZZO], all&#39;interno dell&#39;Area riservata. </p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c40NHQAY/view
500bU00000c47wJQAQ,01248869,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.5 Digitalizzazione degli avvisi pubblici,Errore caricamento dichiarazione sostitutiva sindaco,"Buongiorno, 
caricando la dichiarazione sostitutiva firmata dal [FAKE_INDIRIZZO] mi da un errore di questo tipo: ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"". Si segnala che la firma del [FAKE_INDIRIZZO] è valida fino all'ottobre 2026. 
Abbiamo inoltre a scaricare più volte il file (su più giorni)  firmandolo sia in modalità PADES che CADES e senza aprirlo. Si richiede quindi di sistemare l'errore considerando la prossima scadenza del progetto. [FAKE_PERSON] saluti.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c47wJQAQ/view
500bU00000c44c2QAA,01248870,Amministrazione,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,il conto di tesoreria non è corretto.,Aggiornare il conto di tesoreria per la richiesta di finanziamento: il numero di conto corretto è TU[FAKE_PHONE],"<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che il Dipartimento non eroga le somme spettanti ai soggetti attuatori con il sistema [FAKE_PERSON].Tes. bensì continua ad utilizzare - per gli enti assoggettati all&#39;obbligo di tesoreria unica - il tradizionale sistema di [FAKE_INDIRIZZO], ai sensi del Decreto ministeriale 11 ottobre 2021 del Ministero dell&#39;economia e delle Finanze.  </p><p>  </p><p>Le somme liquidate saranno pertanto erogate direttamente sul Conto di Tesoreria Unico dell&#39;ente presso la Banca d&#39;Italia (nel formato TU-xxx-xxxxxx).  </p><p>Ti informiamo a questo proposito che il conto presente in piattaforma è <span style=""background-color: rgb(255, 255, 255);"">TU-110-[FAKE_PHONE]</span> a cui è associato l&#39;IBAN <span style=""background-color: rgb(255, 255, 255);"">[FAKE_IBAN] </span> </p><p><br></p><p>Pertanto, nessuna ulteriore azione è necessaria e puoi procedere con la richiesta di erogazione del finanziamento. </p><p> </p><p>È possibile verificare la corrispondenza tra conto di [FAKE_INDIRIZZO] e [FAKE_INDIRIZZO] a questo indirizzo<span style=""font-size: 11pt;""> </span><u style=""font-size: 11pt;"">(</u><a href=""https://www.rgs.mef.gov.it/VERSIONE-I/attivita_istituzionali/formazione_e_gestione_del_bilancio/tesoreria_dello_stato/strumenti_di_versamento_in_tesoreria/amministrazioni_pubbliche/?_selmenu=3_1"" target=""_blank"" style=""font-size: 11pt;""><u>link)</u></a>, file &quot;Codici IBAN conti di TU&quot;. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c44c2QAA/view
500bU00000c44SZQAY,01248871,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,Errore nel caricamento della domanda firmata digitalmente di erogazione del finanziamento,"[FAKE_INDIRIZZO], 
in data 29/12/2025 ho scaricato la richiesta di erogazione del finanziamento, il [FAKE_INDIRIZZO] ha apposto la sua firma digitale, file che ho successivamente caricato in data 02/01/2026. Il sistema rileva che ""la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"", mentre il certificato di firma digitale del [FAKE_INDIRIZZO] è invece valido. Ho scaricato anche oggi il documento, che comunque riporta ancora la data del 29/12/2025 e, firmato dal [FAKE_INDIRIZZO] in data odierna , l'ho caricato; il sistema presenta lo stesso errore. Non mi è possibile caricare il CRE, da me firmato digitalmente il 29/12/2025, in quanto la funzione non è attiva.
Attendo cortese riscontro, grazie
[FAKE_PERSON] saluti
[FAKE_PERSON]","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c44SZQAY/view
500bU00000c4He0QAE,01248872,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,PROBLEMI SU CARICAMENTO DEL FILE FIRMATO PER LA CONCLUSIONE DEL PROGETTO,"In fase di completamento del progetto dopo aver scaricato e firmato il file lista enti da verificare nel momento che lo carico sullaprocedura mi viene segnalato il seguente errore:
Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento
Non capisco dove è l'errore in quanto il certificato è valido sino al 2028","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c4He0QAE/view
500bU00000c45EuQAI,01248873,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.3 Adozione appIO,Errore caricamento documentazione firmata dal [FAKE_INDIRIZZO],"Buongiorno, 
caricando la dichiarazione per il progetto 1.4.3 AppIO mi da un errore di questo tipo: ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"". Si segnala che la firma del [FAKE_INDIRIZZO] è valida fino all'ottobre 2026. 
Abbiamo inoltre a scaricare più volte il file (su più giorni)  firmandolo sia in modalità PADES che CADES e senza aprirlo. Si richiede quindi di sistemare l'errore considerando la prossima scadenza del progetto, caricando sia l'Allegato 5 che la dichiarazione sostitutiva per la tracciabilità dei flussi. [FAKE_PERSON] saluti.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000c45EuQAI/view
