Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
500bU00000dldr8QAA,01251377,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,[FAKE_INDIRIZZO] NEL CARICARE SOGGETTO REALIZZATORE BANDO 2.2.3 SUE,"[FAKE_INDIRIZZO], la presente per segnalarvi un problema in fase di contrattualizzazione del soggetto realizzatore. Per poter caricare il soggetto realizzatore è necessario inserire tre schede riguardanti le checklist DNSH. Il nostro soggetto realizzatore è tenuto a compilare solamente la scheda 6 e la scheda 8 DNSH, come ci dobbiamo comportare? Carichiamo la scheda 3 vuota? Carichiamo 2 volte una stessa scheda? [FAKE_PERSON] in un vostro celere riscontro, porgiamo cordiali saluti.","<p>[FAKE_PERSON], grazie per averci contattato. L’onere di compilazione delle Check List DNSH è sempre in capo al <strong>Soggetto attuatore</strong> (Ente che partecipa all&#39;avviso), il quale deve acquisire dal suo fornitore tutte le informazioni necessarie per la corretta compilazione delle Checklist realtive al DNSH. Pertanto, in fase di contrattualizzazione, il Soggetto attuatore è tenuto alla compilazione delle checklist DNSH n. 3, 6 e 8.</p><p>Anche nell&#39;ipotesi in cui si rilevi che i punti di controllo non siano applicabili ([FAKE_INDIRIZZO]), le checklist devono essere compilate tutte, scegliendo uno dei valori presenti nella cella di riferimento ([FAKE_INDIRIZZO]/[FAKE_INDIRIZZO]/Non applicabile) e caricate firmate dal Soggetto attuatore nell’apposita sezione della piattaforma.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dldr8QAA/view
500bU00000dlimcQAA,01251384,,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Problema inserimento esiti e check list firmate digitalmente in piattaforma,"[FAKE_INDIRIZZO], con la presente desidero segnalare che, a partire da ieri, non mi è possibile inserire gli esiti in piattaforma. Seguendo la nuova procedura indicata nella documentazione ricevuta, al momento del caricamento del file firmato digitalmente viene restituito un errore di “Firma non valida” utilizzando sia PADES sia CADES associati alla firma fornita dal Dipartimento SignatureFolder. Utilizzando invece la mia firma digitale personale remota Namirial, il sistema restituisce un “Errore Generico”. Si auspica una rapida risoluzione della problematica, al fine di garantire il raggiungimento del target mensile di area relativo alla misura.","<p>Ciao Fabio, stiamo ricevendo diverse segnalazioni simili alla tua. Per un&#39;analisi puntuale ed eventuale bonifica del file firmato caricato con la nuova funzione dal task di asseverazione, ti chiediamo cortesemente di aprire una richiesta di supporto per ogni candidatura su cui rilevi anomalia, indicando espressamente la candidatura relativa al progetto asseverato.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dlimcQAA/view
500bU00000dmFzPQAU,01251385,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Impossibilità di caricare più di 3 documenti per il DNSH in fase di inserimento dei contratti,La piattaforma non consente di caricare più di 3 documenti inerenti il rispetto del DNSH. Ho allegato le schede richieste e non riuscendo ad allegare la dichiarazione del fornitore e relativi allegati la allego qui cordiali saluti [FAKE_PERSON],"<p><span style=""font-size: inherit;"">Gentile [FAKE_PERSON], grazie per averci contattato. L’onere di compilazione delle Check List DNSH è sempre in capo al </span><strong style=""font-size: inherit;"">Soggetto attuatore</strong><span style=""font-size: inherit;""> (Ente che partecipa all&#39;avviso), il quale deve acquisire (e tenere agli atti anche per fornirli, </span><u style=""font-size: inherit;"">a richiesta,</u><span style=""font-size: inherit;""> per eventuali controlli a campione), dal suo fornitore tutte le informazioni necessarie per la corretta compilazione delle Checklist realtive al DNSH. Pertanto, in fase di contrattualizzazione</span><strong style=""font-size: inherit;"">, il Soggetto attuatore</strong><span style=""font-size: inherit;""> è tenuto alla compilazione delle checklist DNSH n. 3, 6 e 8.</span></p><p><span style=""font-size: inherit;"">Anche nell&#39;ipotesi in cui si rilevi che i punti di controllo non siano applicabili ([FAKE_INDIRIZZO]), le checklist devono essere compilate tutte scegliendo uno dei valori presenti nella cella di riferimento ([FAKE_INDIRIZZO]/[FAKE_INDIRIZZO]/Non applicabile) e caricate firmate dal Soggetto attuatore nell’apposita sezione della piattaforma. La piattaforma, per l&#39;avviso </span>2.2.3 – “Digitalizzazione delle procedure (SUAP &amp; SUE)” – SUE – Comuni,<span style=""font-size: inherit;"">  abiliterà il proseguimento quando tutte e solo le 3 schede saranno caricate dall&#39;ente.</span></p>","Buongiorno la richiesta di assistenza non è stata aperta per sapere quali documenti allegare, ma perché il portale non da la possibilità di allegarne più di 3. Dato che i documenti da allegare erano 6 (3 check list + autodichiarazione) quelli che non si sono riusciti ad allegare in sede di contrattualizzazione sono stati allegati nella richiesta di assistenza. Serve solo conferma che i documenti complessivamente allegati siano corretti. Grazie","<p>[FAKE_PERSON], ti confermiamo che i documenti da inserire sono solo le 3 schede (3-6-8) che la piattaforma fa scaricare e ricaricare, firmate dal soggetto attuatore. Ti confermiamo che non è richiesto il caricamento dell&#39;autodichiarazione e quindi il caricamento atteso è di 3 documenti e non di 6. Ti informiamo pertanto che l&#39;Help desk non acquisirà sul progetto <span style=""background-color: rgb(255, 255, 255);"">i documenti che hai allegato alla richiesta di supporto.</span></p>",https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dmFzPQAU/view
500bU00000dlgHuQAI,01251386,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Impossibilità di caricare più di 3 documenti a dimostrazione del rispetto del DNSH da parte del fornitore Avviso 2.2.3 SUAP-SUE (SUE),La piattaforma non consente di caricare più di 3 documenti inerenti il rispetto del DNSH. Ho allegato le schede richieste e non riuscendo ad allegare la dichiarazione del fornitore e relativi allegati la allego qui cordiali saluti [FAKE_PERSON],"<p><span style=""font-size: inherit;"">Gentile [FAKE_PERSON], grazie per averci contattato. L’onere di compilazione delle Check List DNSH è sempre in capo al </span><strong style=""font-size: inherit;"">Soggetto attuatore</strong><span style=""font-size: inherit;""> (Ente che partecipa all&#39;avviso), il quale deve acquisire (e tenere agli atti anche per fornirli, </span><u style=""font-size: inherit;"">a richiesta,</u><span style=""font-size: inherit;""> per eventuali controlli a campione), dal suo fornitore tutte le informazioni necessarie per la corretta compilazione delle Checklist realtive al DNSH. Pertanto, in fase di contrattualizzazione</span><strong style=""font-size: inherit;"">, il Soggetto attuatore</strong><span style=""font-size: inherit;""> è tenuto alla compilazione delle checklist DNSH n. 3, 6 e 8.</span></p><p><span style=""font-size: inherit;"">Anche nell&#39;ipotesi in cui si rilevi che i punti di controllo non siano applicabili ([FAKE_INDIRIZZO]), le checklist devono essere compilate tutte scegliendo uno dei valori presenti nella cella di riferimento ([FAKE_INDIRIZZO]/[FAKE_INDIRIZZO]/Non applicabile) e caricate</span><strong style=""font-size: inherit;""> firmate dal Soggetto attuatore</strong><span style=""font-size: inherit;""> nell’apposita sezione della piattaforma. La piattaforma, per l&#39;avviso </span>2.2.3 – “Digitalizzazione delle procedure (SUAP &amp; SUE)” – SUE – Comuni,<span style=""font-size: inherit;""> abiliterà il proseguimento quando tutte e solo le 3 schede saranno caricate dall&#39;ente.</span></p>","Buongiorno la richiesta di assistenza non è stata aperta per sapere quali documenti allegare, ma perché il portale non da la possibilità di allegarne più di 3. Dato che i documenti da allegare erano 6 (3 check list + autodichiarazione) quelli che non si sono riusciti ad allegare in sede di contrattualizzazione sono stati allegati nella richiesta di assistenza. Serve solo conferma che i documenti complessivamente allegati siano corretti. Grazie","<p>[FAKE_PERSON], ti confermiamo che i documenti da inserire sono solo le 3 schede (3-6-8) che la piattaforma fa scaricare e ricaricare, firmate dal soggetto attuatore. Ti confermiamo che non è richiesto il caricamento dell&#39;autodichiarazione e quindi il caricamento atteso è di 3 documenti e non di 6. Ti informiamo pertanto che l&#39;Help desk non acquisirà sul progetto i documenti che hai allegato alla richiesta di [FAKE_INDIRIZZO]>",https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dlgHuQAI/view
500bU00000dmtiLQAQ,01251389,,Altro - Servizi Aggiunti,,1.4.3 Adozione appIO,Impossibilità a caricare la CL di asseverazione firmata digitalmente,"Buon pomeriggio, si segnala l'impossibilità nell'upload della checklist di asseverazione firmata digitalmente con conseguente impossibilità ad esitare il task. Si resta in attesa di riscontro. [FAKE_PERSON] saluti. [FAKE_PERSON]","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dmtiLQAQ/view
500bU00000dnJzDQAU,01251390,,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,Impossibilità ad esitare la candidatura,"A seguito dell'esito positivo della candidatura 144COM0725X119140 inserisco la checklist firmata tramite upload checklist ma si presenta il seguente messaggio"" Attenzione, il documento caricato non coincide con il documento d'origine"" come devo procedere? grazie cordialmente [FAKE_INDIRIZZO]","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dnJzDQAU/view
500bU00000drMAPQA2,01251396,,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Problema inserimento esiti e check list firmate digitalmente CND_141COM0922X_050638,"[FAKE_INDIRIZZO], la presente per segnalare che da ieri non mi è possibile inserire gli esiti in piattaforma in quanto seguendo la nuova procedura indicata nella documentazione ricevuta, al momento del caricamento del file firmato digitalmente, viene restituito un errore di ""Firma non valida"" utilizzando PADES e CADES della firma fornita dal dipartimento SignatureFolder mentre utilizzando la mia firma digitale personale remota Namirial si riceve un ""Errore Generico"". Si auspica una rapida risoluzione del problema al fine del raggiungimento del target mensile di area sulla misura. La candidatura su cui ho fatto i test è questa: CND_141COM0922X_050638","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000drMAPQA2/view
500bU00000drK0wQAE,01251397,,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Problema inserimento esiti e check list firmate digitalmente CND_141COM0422X_003575,"[FAKE_INDIRIZZO], la presente per segnalare che da ieri non mi è possibile inserire gli esiti in piattaforma in quanto seguendo la nuova procedura indicata nella documentazione ricevuta, al momento del caricamento del file firmato digitalmente, viene restituito un errore di ""Firma non valida"" utilizzando PADES e CADES della firma fornita dal dipartimento SignatureFolder mentre utilizzando la mia firma digitale personale remota Namirial si riceve un ""Errore Generico"". Si auspica una rapida risoluzione del problema al fine del raggiungimento del target mensile di area sulla misura. La candidatura su cui ho fatto i test è questa: CND_141COM0422X_003575","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000drK0wQAE/view
500bU00000dta4PQAQ,01251399,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,MANCANZA CODICE IPA istsc_mbis06200q,"[FAKE_INDIRIZZO]. Nel tentativo di AGGIUNGERE l'istituto scolastico di cui oggi ho la titolarità (ISTITUTO D'ISTRUZIONE SUPERIORE ETTORE MAJORANA di [FAKE_INDIRIZZO]), il sistema dà la scuola INESISTENTE. Il seguente codice IPA, nella finestra di ricerca delle amministrazioni, non c'è e non consente di inserirlo manualmente: istsc_mbis06200q. Tenuto conto della molteplicità di Istituti scolastici con la denominazione ""[FAKE_PERSON]"" in [FAKE_INDIRIZZO], si chiede cortesemente l'implementazione della piattaforma con l'inserimento dello specifico codice IPA, così da poter finalizzare la procedura. Faccio presente che dell'[FAKE_INDIRIZZO]"" ne conservo ancora la rappresentanza legale, in quanto ne ho la reggenza fino al 31/08/2026.","<p>Gentile Tiziana, grazie per averci contattato. Ti informiamo che la piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati IPA. Pertanto, se errati, occorre in primo luogo modificare questi dati su IPA (https://indicepa.gov.it/ipa-portale/). L’aggiornamento è a carico dell&#39;ente.  </p><p>Specifichiamo a seguire la procedura. </p><p>L&#39;Ente che vuole richiedere una modifica deve:  </p><p>• cercare il proprio Ente all&#39;interno di IPA;  </p><p>• compilare il modulo online fornendo i dati del nuovo referente;  </p><p>• verificare i dati contenuti nel modulo di richiesta ricevuto all&#39;indirizzo indicato per il nuovo Referente;  </p><p>• inviare dal sistema di protocollo informatico dell&#39;Ente, all&#39;indirizzo [FAKE_EMAIL] il modulo ricevuto;  </p><p>oppure  </p><p>• inviare da una casella di [FAKE_INDIRIZZO], all&#39;indirizzo [FAKE_EMAIL] il modulo ricevuto, firmato con firma digitale qualificata in modalità conforme a quanto previsto dall&#39;art. 47, comma 2 lettera a) del CAD.  </p><p>È bene ricordare che per visualizzare su [FAKE_INDIRIZZO] digitale 2026 i dati aggiornati a seguito di modifiche su IPA, potrebbero essere necessarie fino a 48 ore.  </p><p>Infine ti ricordiamo che dopo l&#39;avvenuto aggiornamento automatico del nome e del cognome su [FAKE_INDIRIZZO] digitale 2026, occorre completare la modifica degli altri dati anagrafici (CF, data e luogo di nascita) direttamente in piattaforma nella sezione &quot;La mia PA&quot; della [FAKE_INDIRIZZO], all&#39;interno dell&#39;Area riservata. </p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dta4PQAQ/view
500bU00000duY0XQAU,01251400,,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,Asseverazione - il sistema non mi consente di caricare checklist firmata e procedere a dare il positivo,"[FAKE_INDIRIZZO], nell'asseverazione della candidatura [FAKE_INDIRIZZO] ho generato la checklist, l'ho firmata digitalmente con la firma della PCM su [FAKE_PERSON], come faccio abitualmente, ma il file non viene caricato e quando vado a cliccare su ""esita task"" e provo a dare un positivo, si evidenzia il seguente errore, che non mi consente di completare l'assegnazione del positivo:","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000duY0XQAU/view
500bU00000dw3R7QAI,01251402,,Altro - Servizi Aggiunti,,1.3.1 PDND,Bug caricamento checklist asseveratore - errore firma,"Come già evidenziato venerdì scorso, persiste il problema di non riconoscimento della firma digitale nel processo di upload della checklist.","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dw3R7QAI/view
500bU00000dwN45QAE,01251410,,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,Caricamento doc per asseverazione Scuola 1.2,"File firmato digitalmente con [FAKE_PERSON] e caricato in piattaforma mi da errore: ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"". Naturalmente la firma è valida ed è stata generata con SignatureFolder","<p>Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dwN45QAE/view
500bU00000dwXB5QAM,01251412,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Misura 2.2.3 - Report superamento test black box,"Scaricando il report, il file risulta corrotto quando lo si apre con excel e con adobe acrobat reader.","<p>Gentile Camillo, grazie per averci contattato. Abbiamo provato a chiamarti.  Da verifiche l&#39;ente ha completato il progetto che ti confermiamo essere in verifica tecnica. Per quanto riguarda il report che alleghi ti informiamo che una volta aperto con comune strumento necessario per leggere i file con firma digitale P7m, non rileviamo corruzione con la lettura in excel.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dwXB5QAM/view
500bU00000dxBU3QAM,01251414,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,domanda di finanziamento - non modifica la data presentazione,"[FAKE_INDIRIZZO] in data 21/01 avevo generato il documento ""[FAKE_PERSON] di erogazione del finanziamento"" che poi non ho potuto firmare in tale giorno. Ad oggi ho provato a scaricarlo di nuovo per modificare la data e allinearla al giorno in cui la firmerò (oggi o domani) ma continua a datarlo 21/01. Faccio notare che devo ancora firmare il CRE che penso debba avere una data non successiva alla richiesta di finanziamento. Come devo procedere? Volendo posso modificare il campo DATA nel PDF ""Domanda di erogazione del finanziamento"" ma vorrei avere vostre indicazioni. Grazie","<p>[FAKE_PERSON], grazie per averci contattato. Ti informiamo che il flusso è corretto in quanto il documento si genererà con nuova data solo laddove siano stati cambiati dei dati. Altrimenti, è corretto che presenti la data originaria e potrai comunque firmarlo successivamente. Se la firma è valida e non sono state apportate modifiche al documento originario (ti preghiamo quindi di non modificarlo) la piattaforma lo accetterà e sarà possibile a quel punto caricare il CRE.</p><p>Ti invitiamo a procedere e in caso di criticità aprirci una nuova richiesta di assistenza senza eliminare il documento caricato, anche laddove presentasse un errore. </p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dxBU3QAM/view
500bU00000dwe1QQAQ,01251417,Amministrazione,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,mancato aggiornamento proroga,"pur avendo fatto richiesta di proroga, che è stata accettata, la data di scadenza non si è aggiornata","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti confermiamo che la richiesta di posticipare la data della prossima scadenza del progetto 1.3.1 - PDND - ANNCSU - Comuni - maggio 2025 è stata approvata: la nuova data di scadenza è il 31.3.2026.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dwe1QQAQ/view
500bU00000dwgGUQAY,01251418,,Altro - Servizi Aggiunti,,1.4.5 Digitalizzazione degli avvisi pubblici,Asseverazione 1.4.5 Comune di [FAKE_INDIRIZZO],"[FAKE_INDIRIZZO] ho caricato la checklist firmata per esitare positivamente l'amministrazione ma il sistema mi continua a dire, dopo che selezione il radio button per dare l'esito positivo, che è impossibile fornire l'esito se prima non completo la check list. Come potete a sistema sono caricate 2 checklist firmate digitalmente dal sottoscritto. come dovrei fare per completare l'iter di esito positivo?","<p><span style=""font-size: 14px;"">Ti informiamo che in data 04/02/2026 è stato effettuato un rollback dell’id 297, legato alla funzionalità di controllo firma nel processo di esitazione del task di asseverazione. In funzione di ciò il processo di gestione delle Check List al momento torna ad essere esattamente quello precedente al rilascio del 28/01. Ti invitiamo quindi a rieseguire l’operatività secondo il flusso in vigore prima del 28.</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dwgGUQAY/view
500bU00000dwkiDQAQ,01251419,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Errato codice di Tesoreria Unico,"Dovendo procedere a richiesta di finanziamento, ho verificato errata indicazione del codice di [FAKE_INDIRIZZO]: la piattaforma, infatti, riporta di default il vecchio codice (TU-[FAKE_PHONE]), mentre quello corretto è il seguente:","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Ti informiamo che il codice da te menzionato rappresenta le ultime cifre dell&#39;IBAN e non l&#39;alias conto di tesoreria che, come visionabile nel documento segnalato e raggiungibile a questo <a href=""https://www.rgs.mef.gov.it/_Documenti/VERSIONE-I/[FAKE_INDIRIZZO]--i/[FAKE_INDIRIZZO]/[FAKE_INDIRIZZO]: [FAKE_INDIRIZZO], 92, 171);"">link</a> , è invece TU-XXX-XXXXXX.</p><p>Pertanto, essendo tale conto di tesoreria già presente in piattaforma, e corrispondente all&#39;IBAN da te menzionato [FAKE_IBAN], nessuna ulteriore azione è necessaria e puoi procedere con la richiesta di erogazione del finanziamento.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dwkiDQAQ/view
500bU00000dxL5OQAU,01251420,Amministrazione,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,CUP  J71C2[FAKE_PHONE],"[FAKE_INDIRIZZO],","<p>Gentile [FAKE_PERSON], grazie per averci contattato. Ti confermiamo che è possibile utilizzare lo stesso CUP anche in seguito alla nuova riammissione. Per maggior approfondimento puoi prendere visione della FAQ <a href=""https://www.padigitale2026.gov.it/supporto/domande-frequenti/progetti/posso-utilizzare-stesso-cup-nuova-candidatura"" target=""_blank"">https://www.padigitale2026.gov.it/supporto/domande-frequenti/progetti/posso-utilizzare-stesso-cup-nuova-candidatura</a>, che conferma che è possibile utilizzare il CUP di una candidatura rinunciata a condizione che esso sia stato generato con il corretto template e a meno di rilevanti variazioni del corredo informativo che richiedono la revoca e la generazione di un nuovo [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dxL5OQAU/view
500bU00000dxc3RQAQ,01251426,Amministrazione,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,[FAKE_INDIRIZZO],al nostro comune è stato assegnato il finanziamento. abbiamo completato il caricamento dei dati relativi al contratto. si chiede entro quando deve essere completata tutta l'attività. grazie,"<p>[FAKE_PERSON], grazie per averci contattato.Ti informiamo che per il progetto da te indicato il completamento delle attività deve essere concluso entro il 31/03/2026 come da cronoprogramma del progetto</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dxc3RQAQ/view
500bU00000dxdsaQAA,01251430,,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,Utilizzo economie Misura 1.2 (“ABILITAZIONE AL CLOUD PER [FAKE_INDIRIZZO] LOCALI” SCUOLE) e 1.4.1 (“ESPERIENZA DEL CITTADINO NEI [FAKE_INDIRIZZO]),In merito all'oggetto si chiede se e come eventuali economie derivanti dalla realizzazione delle misure suindicate possono essere utilizzate dalle scuole.,"<p>Gentile utente,</p><p>ti ricordiamo che l&#39;intero contributo concesso è una somma forfettaria (lump sum) erogata in un&#39;unica soluzione a seguito del perfezionamento delle attività oggetto del finanziamento come disposto dagli avvisi. Considerata la natura di lump sum del contributo, le risorse non utilizzate non dovranno essere restituite e non sussistono vincoli per il loro impiego; tuttavia, è consigliabile adoperarlo nell’ambito della digitalizzazione.  </p><p>In merito all&#39;utilizzo delle somme residue, ti invitiamo inoltre a consultare la DIRETTIVA del 23 gennaio 2025 [FAKE_INDIRIZZO] per la gestione di importi residui derivanti dal finanziamento degli avvisi pubblici a lump sum previsti dalle misure della M1C1 del Piano nazionale di ripresa e resilienza.  </p><p>La Direttiva indica dei principi, non è vincolante, e lascia piena autonomia agli enti nelle singole scelte da intraprendere. Tra i principi menzionati, appare la massimizzazione degli impatti dei finanziamenti ottenuti: si suggerisce cioè di destinare le risorse residue ai capitoli di bilancio relativi all’ambito delle spese per la digitalizzazione dell’ente. A mero titolo di esempio, a spese utili a rafforzare la portata degli [FAKE_INDIRIZZO] stessi, a fornire maggiore sostenibilità nel tempo agli interventi effettuati o più in generale alle spese nel campo del comparto ICT dell’ente. </p><p>Per ulteriori informazioni ti invitiamo infine a leggere il comunicato stampa raggiungibile a questo link <a href=""https://innovazione.gov.it/notizie/comunicati-stampa/pa-digitale-2026-pubblicata-la-direttiva-per-la-gestione-dei-residui-pnrr/"" target=""_blank"" style=""font-size: 9.5pt; [FAKE_INDIRIZZO]: [FAKE_INDIRIZZO], 92, 171);""><u>https://innovazione.gov.it/notizie/comunicati-stampa/pa-digitale-2026-pubblicata-la-direttiva-per-la-gestione-dei-residui-pnrr/</u></a><span style=""font-size: 11pt; color: rgb(24, 24, 24);""> </span>a fondo del quale troverai il link alla Direttiva completa. </p><p>Si suggerisce, in ogni caso, di prendere visione delle &quot;Linee guida per i soggetti attuatori individuati tramite [FAKE_INDIRIZZO] pubblici a lump sum&quot; disponibile al seguente link https://innovazione.gov.it/italia-digitale-2026/attuazione-misure-pnrr/ (Linee Guida Soggetti Attuatori – Versioni in vigore - Linee Guida per Soggetti attuatori individuati tramite [FAKE_PERSON] a [FAKE_INDIRIZZO] ottobre 2025). </p><p>Infine, per maggiori dettagli, ti invitiamo comunque a visionare il materiale informativo in pdf disponibile a questo link e la videoregistrazione del webinar:<span style=""font-size: 10.5pt; color: rgb(24, 24, 24);""> </span><a href=""https://sistemacomunidigitali.anci.it/webinar/pnrr-come-gestire-i-residui-degli-avvisi-pa-digitale-2026/"" target=""_blank"" style=""font-size: 10.5pt; color: [FAKE_INDIRIZZO], 92, 171);"">PNRR: come gestire i residui degli [FAKE_INDIRIZZO] digitale [FAKE_INDIRIZZO]>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dxdsaQAA/view
500bU00000dyMUyQAM,01251438,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,"""Adeguamento delle piattaforme SUE"" - spese ammissibili","[FAKE_INDIRIZZO], abbiamo ottenuto un finanziamento ""Adeguamento delle piattaforme SUE"". Il front office è già in essere e verrà adeguato alle nuove specifiche tecniche. Per quanto riguarda il back office (attualmente non in uso presso l'ente) la software house ci ha richiesto il pagamento dell'attivazione di una nuova licenza in cloud SaaS e del relativo canone annuale di assistenza. Dato che l'attivazione di tale licenza è necessaria per il corretto funzionamento del back office, è possibile finanziare - almeno per l'anno 2026 - anche tale spesa (oltre alla spesa relativa all'adeguamento delle componenti tecnologiche) con il contributo del bando in oggetto? Chiediamo un vostro chiarimento in merito, così da poter concludere la trattativa diretta in Mepa nei tempi previsti dal bando. [FAKE_PERSON] saluti","<p><u style=""color: rgb(0, 120, 212); font-size: 11pt;"">Gentile,</u><u style=""color: rgb(0, 120, 212); font-size: 11pt;""> </u></p><p><u style=""color: rgb(0, 120, 212); font-size: 11pt;"">facendo seguito alla recente interlocuzione telefonica per la risoluzione delle questioni evidenziate, con la presente confermiamo la nostra disponibilità per eventuali ulteriori necessità.</u><u style=""color: rgb(0, 120, 212); font-size: 11pt;""> </u></p><p><u style=""color: rgb(0, 120, 212); font-size: 11pt;"">Cordiali saluti</u><span style=""color: rgb(0, 120, 212); font-size: 11pt;""> </span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000dyMUyQAM/view
